wind_speed,swr,mixing/coef_mix_hyp,sediment/sed_temp_mean,sediment/sed_temp_mean,par_id
0.81879,1.224,0.71084,7.0898,12.803,p0349
0.96635,0.70856,1.3418,9.7822,7.9053,p0350
1.0777,0.18513,0.5872,17.309,2.9764,p0351
1.4912,1.0157,0.69002,11.376,4.805,p0352
1.5822,0.45428,0.59705,4.2944,7.1181,p0353
0.97698,0.76655,1.5622,14.148,6.499,p0354
0.57162,1.2726,0.14963,12.23,6.603,p0355
0.89483,0.40809,0.63157,3.8089,7.6388,p0356
0.50662,0.4181,0.6002,5.4998,19.821,p0357
0.18382,0.32543,1.1321,0.76153,1.4956,p0358
1.9788,1.1788,0.39053,6.8616,2.3414,p0359
0.65105,1.4747,1.5351,9.7581,19.129,p0360
1.9528,0.26515,1.0261,13.276,17.454,p0361
0.97162,1.3362,0.46768,12.774,13.546,p0362
0.63783,1.4238,0.72328,14.35,2.7787,p0363
1.5766,0.30666,1.0471,17.359,11.334,p0364
1.607,0.21805,1.6939,19.024,7.0475,p0365
0.41637,1.4312,1.6492,2.5015,0.44244,p0366
0.19824,0.68871,1.0031,16.769,5.0722,p0367
0.32362,0.85545,1.5092,5.972,14.204,p0368
0.2386,1.0948,1.077,19.58,11.002,p0369
1.0439,0.9448,0.55161,8.9363,9.7623,p0370
1.738,0.13577,1.3979,12.507,9.6182,p0371
0.9012,0.43811,1.926,10.592,2.7048,p0372
0.43939,1.3037,0.57801,6.5032,19.375,p0373
1.4552,0.42539,0.17392,3.9836,5.945,p0374
0.64585,0.11105,0.65224,7.509,1.7312,p0375
1.6916,0.88564,1.5916,14.684,6.854,p0376
0.4958,0.32863,1.4209,13.898,12.828,p0377
1.2216,0.10076,0.33799,6.1238,2.1512,p0378
0.62715,0.82892,1.2519,1.1231,16.681,p0379
1.5009,1.1696,1.31,7.2201,11.858,p0380
1.6624,1.4265,1.6289,13.713,13.347,p0381
1.1774,0.73251,0.66808,13.87,11.894,p0382
0.83774,0.77393,0.84807,10.951,5.1866,p0383
1.9829,0.60038,1.8185,18.987,8.4871,p0384
1.097,0.49747,1.8074,1.8555,1.7689,p0385
1.621,1.1557,1.6346,18.749,0.59112,p0386
1.7355,1.0733,1.876,10.559,17.199,p0387
1.0508,0.98416,0.9921,17.692,15.844,p0388
0.24601,0.31794,0.87656,4.4917,8.2394,p0389
0.81273,0.63578,0.42167,7.3503,7.5854,p0390
0.14263,0.17322,0.76376,14.903,12.32,p0391
1.6166,1.3771,0.99628,19.07,10.579,p0392
1.7768,0.97265,1.8426,11.969,1.1535,p0393
0.20435,0.53877,1.4735,7.2446,19.022,p0394
0.29158,0.95239,1.8314,8.0315,16.608,p0395
0.62873,0.90275,0.38037,4.7808,13.482,p0396
1.6475,1.4078,1.4696,19.752,19.504,p0397
1.9019,0.65882,1.9674,1.3622,2.8331,p0398
0.98506,1.4142,0.51969,6.0925,8.1181,p0399
1.8312,1.1552,0.72887,3.4422,11.276,p0400
0.41925,1.1073,0.22947,13.196,10.082,p0401
0.39052,0.69405,0.58089,10.208,2.1186,p0402
1.2927,1.4177,0.29929,5.9397,1.5118,p0403
0.52361,1.443,1.237,16.934,7.3128,p0404
1.1887,0.67753,1.3596,11.557,2.7435,p0405
1.8085,1.2762,0.96231,14.746,10.947,p0406
1.8361,0.46212,0.23371,7.9925,8.1802,p0407
0.74477,0.46699,1.1028,13.387,16.466,p0408
0.87879,1.2517,1.8262,4.6632,11.663,p0409
0.27317,0.27406,1.7615,6.9773,9.5942,p0410
0.30925,0.33095,0.26884,10.941,3.091,p0411
1.5801,1.4331,1.481,14.077,14.717,p0412
0.15173,0.85884,1.1848,1.3984,18.744,p0413
0.43692,0.72537,1.8512,14.668,9.1055,p0414
1.547,0.93672,1.7088,15.363,1.139,p0415
0.193,1.0189,0.62229,10.189,10.373,p0416
0.38219,0.84867,1.4406,0.62752,4.2394,p0417
0.56088,0.28827,0.90157,8.8676,14.329,p0418
0.10934,1.2051,1.177,5.4884,15.323,p0419
1.6657,1.2689,0.68693,1.5129,11.531,p0420
0.46702,1.1442,1.9371,18.629,2.0464,p0421
0.94002,0.6628,1.7132,10.476,12.488,p0422
1.8952,0.33957,0.58368,1.7768,18.279,p0423
1.2402,0.56971,1.2659,10.4,17.137,p0424
0.40067,0.92154,1.7847,9.652,5.8607,p0425
1.5371,0.48619,0.44965,19.839,10.159,p0426
0.12676,1.1462,0.64485,16.47,10.035,p0427
0.20653,0.35423,1.8598,5.0362,19.011,p0428
0.16767,0.53061,1.0072,9.3949,13.738,p0429
1.2575,0.50158,1.6615,11.5,0.73594,p0430
1.7654,0.25553,1.9649,4.9698,12.941,p0431
1.2658,0.62701,1.383,7.2904,14.296,p0432
0.75561,0.28058,0.8659,6.6875,8.8574,p0433
1.3848,0.64882,0.45994,16.528,9.4527,p0434
1.5894,0.35667,1.2159,18.968,2.5506,p0435
1.3484,1.184,1.8129,15.019,5.5555,p0436
0.53463,0.39383,1.7074,16.868,16.643,p0437
1.3588,0.40158,1.5479,15.195,3.3939,p0438
0.61186,1.1378,1.3194,6.5771,13.122,p0439
1.8579,0.62002,1.5185,9.2497,12.25,p0440
1.7916,1.3228,0.57263,7.8337,5.2989,p0441
1.7199,0.87437,1.8039,18.575,14.124,p0442
1.9871,0.10374,0.83039,2.9911,10.653,p0443
1.4865,0.88228,1.3224,8.1183,0.78038,p0444
0.75293,0.61762,0.862,1.3108,8.9087,p0445
0.81606,1.1234,1.543,2.7198,14.116,p0446
0.95668,0.4755,1.2057,11.455,4.002,p0447
1.4959,0.504,1.2602,6.7453,7.4029,p0448
1.509,0.13666,0.24912,19.87,17.546,p0449
1.1063,1.4287,0.41216,19.43,1.2871,p0450
0.34037,0.91776,1.0122,12.574,10.539,p0451
0.57943,0.20816,1.0734,10.254,13.28,p0452
1.5024,0.1414,1.6813,15.808,6.0811,p0453
0.65804,1.0536,1.2288,3.9589,18.911,p0454
0.83541,0.2669,0.24172,4.07,7.0247,p0455
0.28516,1.0337,1.7479,4.4176,4.0495,p0456
1.4798,0.4346,1.8816,3.061,14.677,p0457
0.59667,0.30828,0.96799,5.7983,10.243,p0458
1.4428,0.96616,1.3131,13.324,1.2092,p0459
0.46869,1.0294,1.0618,14.271,6.9169,p0460
1.9181,0.68611,0.74009,5.1747,9.9353,p0461
0.64117,0.48908,0.55953,4.1603,16.717,p0462
1.378,0.51759,0.64329,14.61,4.764,p0463
1.0178,0.93939,1.9566,6.9249,15.967,p0464
0.48092,1.2883,1.6965,4.3919,2.569,p0465
1.687,1.0842,1.0955,1.2521,0.43478,p0466
1.4511,0.92753,0.77794,6.201,8.2839,p0467
1.4091,1.1189,1.406,0.74528,1.4447,p0468
1.4244,0.39615,0.62049,14.364,9.9996,p0469
0.54252,1.4629,0.81308,19.955,6.6656,p0470
1.0869,1.1199,1.5753,19.78,9.55,p0471
1.7313,1.3605,1.1811,5.3214,2.9191,p0472
1.4268,1.3552,0.9195,9.8934,3.1829,p0473
0.70159,1.3311,0.97309,17.782,14.364,p0474
0.62092,0.87816,0.22193,12.809,8.6604,p0475
1.2199,1.3329,1.799,14.403,5.7007,p0476
0.60107,1.4381,1.0705,19.68,12.66,p0477
1.7891,0.2578,0.74906,19.546,4.9491,p0478
1.0734,1.2068,0.16925,13.729,18.358,p0479
1.3224,0.82678,1.9805,3.5276,10.215,p0480
0.36132,0.14536,1.2501,4.2602,8.9562,p0481
1.6764,0.80026,1.6851,8.6737,18.861,p0482
0.25897,0.54031,1.1607,1.073,1.058,p0483
1.0342,0.59067,1.914,18.351,7.2459,p0484
1.0284,0.90541,0.93357,13.995,14.403,p0485
1.4652,0.80596,1.7174,1.8915,12.895,p0486
0.17962,0.34417,1.1139,7.4806,8.537,p0487
1.0079,1.3746,1.7012,2.8571,13.776,p0488
1.5338,0.70649,1.0168,18.182,12.987,p0489
1.26,1.2909,1.4597,7.8908,1.9227,p0490
1.97,1.032,0.56447,2.2521,18.575,p0491
1.0586,0.54431,0.94804,7.8821,16.021,p0492
0.14722,0.13301,1.7747,5.1429,4.0379,p0493
1.2997,1.3098,0.31445,7.4311,1.3346,p0494
0.18993,0.73388,0.37526,11.393,3.8307,p0495
1.6274,0.67394,0.82465,6.7904,8.7145,p0496
0.31836,0.44607,1.9237,18.864,18.635,p0497
1.3445,0.81823,0.16772,6.6088,3.2041,p0498
0.69127,1.0223,1.7706,6.406,15.549,p0499
0.98668,1.1295,1.8331,5.5659,2.1853,p0500
