wind_speed,swr,LAKE_PARAMS/c_relax_C,par_id
1.2299,0.94609,0.00055625,p0099
0.87157,1.1818,0.0001548,p0100
0.90945,0.32787,0.00020893,p0101
0.88801,1.3899,0.00019212,p0102
1.9405,1.208,0.0027965,p0103
1.9886,0.833,0.00012912,p0104
0.48692,0.38381,0.00096324,p0105
1.0822,0.37836,0.0019283,p0106
1.5177,1.0423,0.0079534,p0107
1.6913,1.4963,0.00016134,p0108
0.36132,0.90101,0.0045416,p0109
1.7221,0.65072,0.0044004,p0110
1.702,1.1387,0.00022779,p0111
0.78667,0.33508,0.0041266,p0112
0.95724,0.72713,0.00034696,p0113
0.36445,1.1197,0.0066149,p0114
0.9521,0.84609,0.00017953,p0115
1.3491,0.95613,0.00031197,p0116
0.32676,0.48144,0.0046853,p0117
0.79756,1.4305,0.0022191,p0118
1.8319,1.4757,0.00012283,p0119
0.82455,1.234,0.0022541,p0120
1.4057,1.0056,0.00018858,p0121
0.62547,0.97925,0.00093828,p0122
0.21234,0.71632,0.00091954,p0123
1.7079,0.52262,0.00012125,p0124
1.0235,0.89428,0.0065461,p0125
0.26906,0.6693,0.00018578,p0126
1.8349,0.96819,0.0010681,p0127
0.57104,1.2933,0.0015227,p0128
0.69959,1.0473,0.0030829,p0129
0.91714,1.3013,0.0014843,p0130
0.83334,1.4206,0.00098044,p0131
1.4483,1.4686,0.00051904,p0132
0.19412,1.47,0.00042624,p0133
1.3998,0.1413,0.0019022,p0134
1.548,0.29529,0.0041805,p0135
0.8926,1.165,0.00043902,p0136
1.1154,0.79004,0.00078102,p0137
0.80636,0.77315,0.00043302,p0138
0.73855,1.0436,0.00032821,p0139
0.1452,1.279,0.00068378,p0140
0.77363,0.68116,0.0087229,p0141
1.1378,1.0514,0.00067692,p0142
1.4238,0.44424,0.0010613,p0143
0.30881,1.3061,0.0015021,p0144
1.7779,1.3719,0.00598,p0145
1.3951,0.47563,0.0029491,p0146
1.1494,1.0216,0.0070404,p0147
1.5755,0.40909,0.0010539,p0148
1.1871,0.86769,0.0057989,p0149
0.12734,1.3545,0.00056298,p0150
0.38203,0.73901,0.0017056,p0151
1.769,0.92502,0.0028202,p0152
1.7275,1.351,0.00086382,p0153
1.9391,0.93578,0.00093747,p0154
0.35464,0.35508,0.0085617,p0155
1.146,0.60464,0.001331,p0156
1.567,0.23515,0.00082244,p0157
1.6509,0.99975,0.00092151,p0158
0.41964,0.12525,0.00059357,p0159
1.4702,1.0891,0.007637,p0160
1.5264,1.0869,0.00016537,p0161
1.1912,1.3394,0.0003825,p0162
0.42762,1.3185,0.00075153,p0163
1.2781,1.1248,0.0025586,p0164
0.86943,1.036,0.0093896,p0165
0.63805,0.22263,0.00021406,p0166
0.64841,0.19156,0.00011605,p0167
1.0399,1.1175,0.0029866,p0168
1.5554,1.0821,0.0002662,p0169
0.83647,0.59661,0.0081857,p0170
0.62136,1.1974,0.0014282,p0171
1.4648,1.0031,0.00054455,p0172
0.11941,1.3925,0.0063373,p0173
1.6771,0.56865,0.00017285,p0174
1.6212,0.88368,0.0035131,p0175
0.43907,0.98912,0.0086776,p0176
1.3014,0.75838,0.0051301,p0177
1.6097,0.50805,0.00129,p0178
0.85144,1.0539,0.00032699,p0179
1.3779,0.51302,0.00024563,p0180
0.51856,0.99158,0.006862,p0181
1.2732,0.48658,0.0081345,p0182
1.2063,1.3211,0.0015436,p0183
1.9031,1.4406,0.00041395,p0184
1.2183,1.4658,0.0066007,p0185
1.9588,0.6632,0.00025001,p0186
0.68873,0.45894,0.0042776,p0187
1.7627,0.66664,0.005198,p0188
0.44358,1.2409,0.00046116,p0189
1.3838,1.1125,0.00031022,p0190
1.8116,1.4798,0.0030154,p0191
0.13195,0.98664,0.0014369,p0192
0.9869,1.2963,0.00060616,p0193
1.9319,1.0614,0.0012734,p0194
0.52941,1.4358,0.00041118,p0195
1.1782,0.30143,0.00047817,p0196
0.36854,0.32585,0.0067921,p0197
0.64052,0.78456,0.00011806,p0198
1.5655,0.27265,0.0026173,p0199
1.2259,0.82033,0.00018232,p0200
1.8939,0.47844,0.0020065,p0201
1.8893,0.35863,0.00013354,p0202
0.46757,0.93994,0.00029104,p0203
0.76793,0.74786,0.00025447,p0204
1.9245,0.9591,0.0028789,p0205
1.9807,0.11666,0.00062149,p0206
1.3187,1.1002,0.00018488,p0207
1.1958,0.94134,0.00644,p0208
0.3198,1.2517,0.00020848,p0209
1.9315,0.28777,0.0046239,p0210
0.58017,1.2457,0.0071428,p0211
0.71662,0.78154,0.00013786,p0212
0.24858,0.41842,0.0008331,p0213
1.8496,0.35461,0.0052905,p0214
1.7349,0.64824,0.00071247,p0215
0.18925,0.14655,0.0018876,p0216
1.3329,0.18742,0.006026,p0217
0.23849,0.53013,0.00068673,p0218
1.8908,0.74501,0.00023318,p0219
0.70087,0.32233,0.0017804,p0220
1.4989,0.61201,0.00089525,p0221
1.0208,1.387,0.0012075,p0222
0.37866,0.8025,0.00036366,p0223
1.5867,0.48513,0.0017596,p0224
0.45318,0.46502,0.00030655,p0225
1.0865,1.2159,0.00016304,p0226
0.52402,0.85954,0.00057881,p0227
1.7986,1.1323,0.0011361,p0228
0.3465,0.77637,0.0013065,p0229
0.2145,0.81112,0.0083312,p0230
1.7928,0.81565,0.00045398,p0231
0.56699,0.96468,0.00037154,p0232
1.6569,1.4079,0.0023496,p0233
1.376,0.43805,0.00089961,p0234
1.2914,0.58726,0.00039074,p0235
1.8671,0.6318,0.00019865,p0236
1.824,0.12282,0.0016072,p0237
0.30518,0.60375,0.00026213,p0238
0.18682,0.21201,0.00039287,p0239
1.7453,1.2763,0.0080328,p0240
1.8184,0.70806,0.00014379,p0241
1.1373,0.13407,0.00010688,p0242
0.1079,0.71248,0.0024212,p0243
0.87547,0.8036,0.00023449,p0244
1.4329,1.1868,0.000304,p0245
1.3259,1.0769,0.00013038,p0246
0.97358,0.10117,0.00019264,p0247
0.61663,1.2002,0.00029201,p0248
0.48378,0.39818,0.00097216,p0249
1.4777,0.46155,0.0033858,p0250
0.11644,0.26513,0.0023667,p0251
0.8664,0.53508,0.0024498,p0252
0.47075,1.3944,0.00016785,p0253
0.54435,1.2098,0.0023869,p0254
1.8454,0.59149,0.0016807,p0255
0.53883,0.52807,0.0042905,p0256
0.26091,0.57522,0.0026779,p0257
1.6851,0.30193,0.001155,p0258
0.83836,0.4304,0.00038539,p0259
1.3882,0.72222,0.00017206,p0260
1.1565,0.30961,0.0053545,p0261
1.2247,1.3799,0.00085291,p0262
1.684,1.3074,0.00029646,p0263
0.70881,1.4119,0.00051298,p0264
0.92418,1.1928,0.00095386,p0265
1.9971,0.8888,0.0038145,p0266
1.4384,1.1707,0.0013723,p0267
1.9751,1.0704,0.0025242,p0268
0.59402,0.83474,0.0054156,p0269
1.1615,0.45277,0.0048482,p0270
0.16703,1.459,0.0054601,p0271
0.86181,0.67212,0.00067142,p0272
0.66211,0.24247,0.0012371,p0273
1.7061,0.12086,0.0040456,p0274
0.99824,0.97652,0.00046249,p0275
0.51107,0.33694,0.00070572,p0276
1.5423,1.0667,0.0031669,p0277
0.47659,0.62293,0.0028942,p0278
1.6389,0.69416,0.00042056,p0279
0.34289,0.54081,0.00016691,p0280
0.22067,0.82245,0.0047207,p0281
0.27482,0.68509,0.0042216,p0282
1.3382,0.63789,0.004975,p0283
0.78826,1.3149,0.00080845,p0284
0.85483,0.96042,0.0033556,p0285
0.31478,0.9172,0.00086192,p0286
0.81321,0.16565,0.00064378,p0287
1.4919,0.61381,0.0010427,p0288
1.7557,1.2645,0.0013611,p0289
0.14077,0.79724,0.0060989,p0290
1.3427,0.36549,0.00033916,p0291
0.75826,0.90006,0.00015011,p0292
1.7337,0.15036,0.00011137,p0293
1.1989,0.79382,0.0022748,p0294
0.70715,1.1529,0.0084223,p0295
0.44719,0.64064,0.0013054,p0296
0.84738,0.15138,0.0017965,p0297
1.132,1.3829,0.00057364,p0298
1.6763,1.1748,0.0027215,p0299
0.37013,0.68981,0.00069452,p0300
1.826,0.54791,0.00027053,p0301
1.1044,0.78689,0.00032148,p0302
1.6064,0.49981,0.00024815,p0303
0.73307,0.73795,0.00044495,p0304
0.65279,1.1519,0.00015919,p0305
1.6481,0.56561,0.0031291,p0306
0.33266,1.4416,0.0094698,p0307
0.38775,1.259,0.0090083,p0308
1.54,1.0988,0.0061772,p0309
0.17967,1.3524,0.0020164,p0310
1.8165,1.2199,0.00033351,p0311
1.2651,0.33949,0.00011582,p0312
0.9771,0.26154,0.0073011,p0313
1.6988,1.3318,0.0037676,p0314
1.0713,0.49647,0.0015665,p0315
1.1007,0.50572,0.00016248,p0316
0.25205,0.25236,0.0072248,p0317
1.31,1.1587,0.00075463,p0318
0.55901,0.23185,0.00010817,p0319
1.6163,1.4468,0.0011196,p0320
0.57391,0.37219,0.0053445,p0321
0.53691,0.73399,0.00017537,p0322
1.1089,0.61746,0.00039672,p0323
1.1848,1.3583,0.0073176,p0324
1.286,0.13355,0.0052355,p0325
1.0045,0.28612,0.0014492,p0326
1.75,0.86693,0.00025737,p0327
1.5118,0.113,0.00018193,p0328
1.3904,0.36725,0.0004874,p0329
1.9149,0.80668,0.0090719,p0330
1.5218,0.11709,0.0037147,p0331
1.8393,0.99711,0.00070038,p0332
1.5909,0.43365,0.00010912,p0333
1.8082,1.4351,0.00012203,p0334
1.2679,1.0569,0.00026335,p0335
1.029,0.24787,0.00063878,p0336
0.15812,0.31485,0.0095701,p0337
1.5967,0.51534,0.0021192,p0338
1.5813,1.1244,0.00014953,p0339
1.3216,0.55402,0.0015884,p0340
1.0342,0.15556,0.0096604,p0341
1.6411,1.1052,0.00013102,p0342
0.28704,1.4237,0.0036235,p0343
1.4359,0.50292,0.0056351,p0344
1.7994,1.1456,0.0047625,p0345
1.8637,1.0303,0.0012159,p0346
1.9653,0.18538,0.0011836,p0347
0.13612,0.79661,0.0055221,p0348
1.7806,0.6873,0.00049208,p0349
0.2456,1.2673,0.00012437,p0350
1.5029,0.12866,0.0067359,p0351
0.14735,0.34987,0.0004731,p0352
1.4495,0.76185,0.00087153,p0353
0.91507,1.2441,0.00012722,p0354
0.40095,0.53366,0.00025212,p0355
0.23677,0.31087,0.0010345,p0356
0.80211,0.56307,0.00022482,p0357
0.93928,0.49126,0.0030602,p0358
1.1682,0.44693,0.0016234,p0359
0.79536,0.53832,0.00019763,p0360
0.7704,0.9281,0.00013671,p0361
0.71944,0.38584,0.002561,p0362
0.93137,1.026,0.0028355,p0363
1.8525,0.72983,0.0089516,p0364
1.6297,0.87372,0.0005848,p0365
1.9199,0.39186,0.00027786,p0366
1.9482,1.3972,0.00035123,p0367
0.49678,0.75291,0.0007391,p0368
1.5992,1.1801,0.0036891,p0369
1.01,1.1348,0.0014873,p0370
0.66697,1.3444,0.00073476,p0371
1.5151,0.39092,0.00026032,p0372
1.9932,0.70578,0.0016461,p0373
1.7729,0.64437,0.0021038,p0374
0.59361,1.2026,0.0034642,p0375
1.5462,0.77852,0.0013965,p0376
1.6261,1.1617,0.0001018,p0377
0.50057,1.3628,0.00023867,p0378
1.9523,1.2925,0.00050317,p0379
0.43736,1.1577,0.00015204,p0380
0.94718,0.39424,0.000133,p0381
1.2428,0.73229,0.00050849,p0382
1.0906,0.85202,0.0045971,p0383
1.2586,1.336,0.00010026,p0384
1.2756,0.1626,0.00024056,p0385
1.662,0.55786,0.0069758,p0386
0.41658,0.97464,0.0050874,p0387
0.78053,0.99343,0.0049292,p0388
1.4196,1.1435,0.0008015,p0389
1.8571,0.81852,0.00010574,p0390
1.484,0.25737,0.00023047,p0391
0.69176,1.3418,0.00065865,p0392
1.9081,0.9063,0.00040268,p0393
1.5624,0.17063,0.0075625,p0394
0.27438,1.0642,0.00011723,p0395
1.9844,1.4471,0.00010192,p0396
0.1702,0.91312,0.00013943,p0397
0.28307,0.77067,0.00076365,p0398
0.61958,0.89557,0.0022425,p0399
0.16199,1.3766,0.0058763,p0400
1.2854,0.26531,0.0011718,p0401
1.6599,1.2047,0.0036362,p0402
1.1672,0.27654,0.0099525,p0403
0.9015,0.63458,0.00017832,p0404
0.95979,0.82724,0.00077683,p0405
1.6047,0.58281,0.0014619,p0406
0.2915,0.31771,0.0050135,p0407
0.10658,0.16111,0.00012609,p0408
0.45728,0.65228,0.0027015,p0409
1.0378,0.14437,0.00028005,p0410
0.25936,1.4157,0.00023552,p0411
0.22689,1.4253,0.0019578,p0412
0.42416,0.17291,0.0047924,p0413
0.60149,0.59521,0.0021382,p0414
0.92544,1.2734,0.0044695,p0415
1.5349,1.0916,0.0001476,p0416
0.18203,1.2231,0.0010125,p0417
0.4725,0.93206,0.00072192,p0418
0.82106,0.57273,0.0093493,p0419
1.3048,0.4673,0.00033525,p0420
1.0958,0.57993,0.00034476,p0421
0.96482,0.85329,0.00098934,p0422
1.9861,1.1052,0.0039248,p0423
1.7474,1.1082,0.0033384,p0424
1.5714,1.2494,0.00021706,p0425
1.0766,0.15756,0.0018609,p0426
0.82792,0.72049,0.00032487,p0427
1.2501,0.21093,0.0010796,p0428
1.8415,0.42191,0.0035802,p0429
0.99362,0.2433,0.0027666,p0430
1.3126,0.88991,0.0043359,p0431
1.2342,1.2288,0.00062996,p0432
1.204,1.4061,0.00060918,p0433
0.60211,0.49432,0.0063999,p0434
0.56125,1.4976,0.0098818,p0435
0.98437,0.1683,0.0013844,p0436
1.615,0.20804,0.00083138,p0437
0.63066,0.40272,0.00044334,p0438
1.4723,0.657,0.008829,p0439
0.93257,1.4518,0.0059163,p0440
1.9461,0.4237,0.00084646,p0441
1.635,0.9728,0.0062784,p0442
1.0451,1.1679,0.009175,p0443
1.0945,0.5997,0.0013211,p0444
1.8061,0.659,0.00031428,p0445
1.2374,0.95135,0.0067024,p0446
1.5561,1.4028,0.0015751,p0447
1.2533,1.2869,0.0039525,p0448
0.37702,0.5176,0.003231,p0449
1.0527,0.17691,0.0033032,p0450
0.12492,0.56103,0.00037954,p0451
1.7385,0.36913,0.0021873,p0452
1.2969,0.30528,0.00014279,p0453
1.8727,0.42927,0.0020783,p0454
1.2143,0.29175,0.00080947,p0455
1.3532,0.70139,0.0023186,p0456
1.3301,1.0773,0.00029801,p0457
0.67893,0.83865,0.0076583,p0458
1.0549,0.85658,0.00061897,p0459
1.3418,0.57874,0.00053447,p0460
0.15147,1.1411,0.00028608,p0461
0.39751,0.67865,0.00048051,p0462
1.5317,0.20414,0.00055289,p0463
0.72605,0.10284,0.00010303,p0464
0.11418,1.1492,0.00015288,p0465
0.17375,1.4562,0.0012541,p0466
1.4132,0.87174,0.00035551,p0467
0.74593,1.4905,0.0004899,p0468
0.66541,1.3269,0.0010035,p0469
1.7142,1.0958,0.00011944,p0470
0.54607,0.13697,0.00064905,p0471
0.98973,1.3677,0.00035648,p0472
0.35091,1.4841,0.0082608,p0473
0.96853,1.073,0.00079104,p0474
1.9238,0.93142,0.00028308,p0475
1.1109,0.96609,0.00011007,p0476
0.90398,0.36227,0.00021912,p0477
0.67583,1.3172,0.0074758,p0478
1.6446,0.84791,0.001028,p0479
0.46463,0.10973,0.0002151,p0480
0.84164,1.013,0.00014678,p0481
1.369,0.19646,0.0078068,p0482
0.58269,0.28425,0.0019816,p0483
0.68164,0.18122,0.0041528,p0484
0.57673,0.19976,0.0017419,p0485
1.5074,0.878,0.0001043,p0486
1.4549,1.0113,0.0018161,p0487
1.1817,0.69349,0.00011319,p0488
1.883,0.84182,0.0016655,p0489
0.15663,1.4628,0.00020095,p0490
0.89481,0.8422,0.0027404,p0491
0.73483,1.3256,0.0056992,p0492
0.61173,0.62388,0.00021142,p0493
0.81595,0.54306,0.0040747,p0494
0.75129,0.75635,0.0092223,p0495
0.50432,0.3488,0.0044227,p0496
0.29689,0.52367,0.00054437,p0497
0.63333,0.17903,0.00099786,p0498
0.40591,0.26973,0.00013461,p0499
0.75633,1.2314,0.0035468,p0500
