wind_speed,swr,LAKE_PARAMS/c_relax_C,par_id
0.55093,1.138,0.0058795,p0055
0.34393,0.73184,0.0094498,p0056
0.92132,0.31174,0.0026661,p0057
0.27839,1.2758,0.0004346,p0058
1.0917,0.79204,0.00030422,p0059
1.0372,0.23061,0.0004177,p0060
0.82607,1.0627,0.0020901,p0061
0.94003,0.69496,0.0096246,p0062
1.2028,0.63253,0.0032333,p0063
1.3227,0.60263,0.0040152,p0064
0.59913,0.60846,0.00028675,p0065
1.7896,0.41466,0.0015597,p0066
1.4916,0.37657,0.0013012,p0067
0.25251,0.10539,0.0030626,p0068
0.5584,0.82679,0.00014082,p0069
1.8273,1.2099,0.00042478,p0070
1.5452,1.3499,0.0012543,p0071
1.1918,0.71048,0.00023247,p0072
1.0747,0.87886,0.00060773,p0073
1.1424,1.4353,0.00047346,p0074
0.14033,0.50553,0.0067369,p0075
0.9376,1.483,0.0020083,p0076
0.59109,0.94164,0.00041126,p0077
0.44827,1.317,0.0011062,p0078
0.73783,1.3919,0.00095806,p0079
1.8557,0.5462,0.0016465,p0080
1.9699,1.1241,0.0025059,p0081
1.4619,0.51851,0.0014764,p0082
1.3401,0.49906,0.00049711,p0083
0.91549,1.1813,0.00012691,p0084
1.4052,0.83653,0.00071797,p0085
1.4417,1.0227,0.0015797,p0086
0.96791,0.41027,0.00052292,p0087
1.4492,0.52066,0.00017079,p0088
0.29459,1.0388,0.0089505,p0089
0.64652,0.70301,0.0022846,p0090
1.3283,0.9606,0.00037646,p0091
0.80782,0.76976,0.0015351,p0092
1.4155,0.52309,0.00018473,p0093
0.33928,0.18392,0.0010469,p0094
1.2588,0.34401,0.001328,p0095
1.4116,1.0091,0.0088476,p0096
1.4405,1.033,0.00020753,p0097
0.43306,0.34238,0.00019169,p0098
1.8043,1.26,0.00056895,p0099
1.5248,0.74578,0.00086616,p0100
1.3984,1.2375,0.00010746,p0101
0.73052,0.30304,0.0041413,p0102
1.4774,1.3113,0.007902,p0103
0.16938,0.19713,0.000966,p0104
1.7219,0.39125,0.00021622,p0105
0.33384,1.438,0.0062689,p0106
1.0133,0.54486,0.0010828,p0107
1.1883,1.1853,0.00037302,p0108
0.10563,0.19857,0.00081161,p0109
0.1668,0.45352,0.0018203,p0110
0.31476,0.15336,0.00039561,p0111
0.22802,1.4232,0.0036152,p0112
1.0788,1.049,0.0001752,p0113
1.184,0.32932,0.00027068,p0114
1.691,0.53092,0.0073122,p0115
1.6583,1.1164,0.00064196,p0116
0.92752,0.3571,0.0028107,p0117
1.864,1.1684,0.0078663,p0118
0.634,1.3017,0.00045577,p0119
1.6322,1.0201,0.00054878,p0120
0.69701,1.2435,0.0005602,p0121
0.96328,0.71546,0.0082712,p0122
0.94605,0.81178,0.0076369,p0123
1.2311,1.4557,0.0080928,p0124
1.17,0.34865,0.00074236,p0125
1.0668,0.99923,0.0005716,p0126
1.6126,1.3519,0.0022021,p0127
0.81765,0.24286,0.0086763,p0128
0.29211,1.4184,0.00051979,p0129
0.67622,0.63942,0.00034165,p0130
1.1519,0.89236,0.0043215,p0131
1.7578,0.55341,0.0052429,p0132
1.6649,1.2414,0.0066016,p0133
0.48934,0.49221,0.00024757,p0134
0.85274,0.97472,0.0004046,p0135
0.82147,0.3774,0.00027516,p0136
1.0505,0.65462,0.0011387,p0137
1.1966,1.4128,0.00020302,p0138
1.1487,1.3453,0.00013296,p0139
0.68199,0.54147,0.0040974,p0140
1.9297,0.61402,0.0026309,p0141
1.9964,1.1758,0.00068989,p0142
0.2209,0.84509,0.00036411,p0143
0.53931,0.8485,0.0025431,p0144
1.3096,0.30466,0.00022652,p0145
1.5675,0.3621,0.00032654,p0146
1.5741,0.63687,0.00019934,p0147
0.75899,0.43643,0.0032194,p0148
0.27104,0.42356,0.0019853,p0149
1.8236,1.1107,0.00031261,p0150
1.9319,0.93759,0.00013369,p0151
1.9066,1.1195,0.0017646,p0152
0.21148,0.42653,0.0020609,p0153
1.9464,0.40322,0.00045161,p0154
1.7062,0.72962,0.00064401,p0155
1.2665,1.4473,0.00011182,p0156
1.1051,1.1327,0.00025399,p0157
0.15776,0.27194,0.00089157,p0158
1.8714,0.29448,0.0016909,p0159
1.9808,1.3232,0.0059935,p0160
1.0842,0.38891,0.002971,p0161
0.79907,0.72347,0.0019503,p0162
1.5321,1.3322,0.0016795,p0163
0.36547,0.94639,0.00039333,p0164
1.9021,0.92181,0.0052768,p0165
1.589,1.1389,0.0065146,p0166
1.165,0.65108,0.0039263,p0167
0.17846,1.0432,0.0015173,p0168
1.4194,0.1301,0.00013613,p0169
0.84333,1.3992,0.0023023,p0170
1.4317,0.84452,0.0048021,p0171
1.0007,0.91414,0.00032955,p0172
1.0647,1.4435,0.00093061,p0173
1.2777,1.4257,0.00019967,p0174
0.28741,0.13244,0.00014612,p0175
0.83196,0.39512,0.00028395,p0176
1.0088,0.75842,0.0004781,p0177
0.91288,1.222,0.00010384,p0178
1.8145,0.26341,0.0096655,p0179
1.5806,0.33969,0.0021233,p0180
1.3656,1.3847,0.00075372,p0181
0.80165,0.50867,0.00012301,p0182
1.534,1.2867,0.00025888,p0183
0.28162,0.61977,0.00013895,p0184
0.18016,1.3242,0.001513,p0185
0.50309,0.86416,0.00034958,p0186
0.54528,1.2144,0.0027049,p0187
1.7509,0.57146,0.0013965,p0188
0.76949,0.56065,0.00044302,p0189
1.7812,0.36528,0.00038243,p0190
0.73374,1.157,0.00013452,p0191
1.3695,1.4085,0.00019628,p0192
0.78636,1.4216,0.0074807,p0193
0.30959,0.92457,0.0012658,p0194
0.32749,0.45842,0.00084227,p0195
0.39566,0.14283,0.00070712,p0196
0.14351,0.89805,0.00030856,p0197
1.8892,0.3217,0.002156,p0198
0.17592,0.42113,0.00095485,p0199
0.73856,0.93122,0.0059522,p0200
1.3782,0.31913,0.00028036,p0201
0.47274,0.81691,0.00018621,p0202
0.23296,0.47604,0.00011543,p0203
0.40828,0.35362,0.0069569,p0204
0.60669,1.3741,0.0071189,p0205
0.58556,0.63003,0.00016201,p0206
0.2642,0.93689,0.0083274,p0207
0.69138,0.78482,0.0079932,p0208
1.2924,0.95422,0.0013484,p0209
0.64777,1.3595,0.0010927,p0210
1.4596,0.98491,0.0040892,p0211
1.6464,1.2942,0.00073324,p0212
0.46729,1.3673,0.0013072,p0213
1.1137,1.3883,0.0093365,p0214
0.25182,0.46919,0.00034586,p0215
1.8468,1.2511,0.0049019,p0216
1.4947,0.83274,0.00083465,p0217
0.40027,1.074,0.00015395,p0218
0.71838,0.53404,0.0061874,p0219
0.70159,0.96432,0.0044952,p0220
1.876,0.91569,0.0066889,p0221
1.1269,0.60975,0.0011741,p0222
1.1298,0.58475,0.00066507,p0223
0.10783,0.62198,0.0010562,p0224
1.3451,0.46669,0.00077933,p0225
0.67965,0.559,0.00039955,p0226
1.6961,0.66542,0.0005954,p0227
1.9009,0.98853,0.00038793,p0228
0.14597,0.1919,0.00018035,p0229
0.63667,0.66698,0.00037805,p0230
1.2129,0.39947,0.0002514,p0231
1.745,1.4667,0.005644,p0232
0.51192,1.3726,0.0005978,p0233
1.9363,0.95881,0.00015811,p0234
0.67337,0.10706,0.00019284,p0235
1.8921,1.4533,0.00021807,p0236
1.7265,0.65897,0.00094409,p0237
0.56523,0.67164,0.0027977,p0238
0.65788,0.66231,0.0045468,p0239
0.61721,1.3483,0.00055363,p0240
0.12083,0.37118,0.0075314,p0241
1.5005,1.0644,0.00026637,p0242
1.8011,0.6442,0.0036434,p0243
1.174,0.89542,0.0016205,p0244
0.78117,0.44476,0.0035773,p0245
0.11307,0.48091,0.0020221,p0246
0.90933,1.3821,0.00023446,p0247
0.45755,1.0691,0.0050746,p0248
0.33983,1.2908,0.0030059,p0249
1.3872,0.40613,0.00010111,p0250
0.97886,1.1482,0.0044821,p0251
1.6706,0.13691,0.0013409,p0252
1.1771,0.77946,0.0024103,p0253
0.29991,1.4869,0.0055441,p0254
0.42065,0.15243,0.00080005,p0255
1.7152,1.0996,0.0013879,p0256
0.74335,0.38497,0.00017924,p0257
0.26811,0.55487,0.0049967,p0258
1.2525,1.4795,0.0012182,p0259
0.8806,0.18623,0.0010635,p0260
0.89332,1.189,0.0020804,p0261
1.0275,0.23309,0.0046157,p0262
1.9097,0.8836,0.0017337,p0263
0.37117,1.3551,0.00033697,p0264
0.32817,0.91165,0.0013765,p0265
0.8692,0.17081,0.00016697,p0266
1.9605,0.65381,0.0030417,p0267
0.15229,1.164,0.0026971,p0268
1.1206,0.71882,0.0044304,p0269
0.78844,1.314,0.0016115,p0270
1.1561,1.0462,0.00016782,p0271
1.1009,0.97732,0.00048848,p0272
0.41512,0.27931,0.00058158,p0273
1.2264,1.0287,0.00097983,p0274
0.20243,1.0577,0.00057759,p0275
0.61424,0.44321,0.00029208,p0276
0.1307,1.4957,0.008984,p0277
1.5521,1.0355,0.00099274,p0278
0.50713,0.13404,0.0038211,p0279
1.3832,1.2245,0.00087749,p0280
0.44569,0.29194,0.0014424,p0281
1.4467,0.56464,0.0047265,p0282
0.93354,0.16025,0.0033151,p0283
1.8853,0.227,0.0002993,p0284
1.7388,0.21884,0.0011533,p0285
0.65373,0.56819,0.00017314,p0286
0.31686,1.4398,0.0042382,p0287
0.38741,0.48539,0.00024609,p0288
0.48177,0.5114,0.0023649,p0289
1.2179,0.68584,0.00042303,p0290
1.2361,0.88624,0.0035482,p0291
1.922,1.002,0.00085482,p0292
0.76799,0.51189,0.0022638,p0293
0.45085,0.17306,0.0032567,p0294
1.0201,0.74241,0.0094819,p0295
1.9944,1.0759,0.0026184,p0296
1.7957,0.60658,0.0021822,p0297
0.97761,0.82122,0.0010075,p0298
1.9661,1.0136,0.00035405,p0299
1.2982,1.1132,0.0037499,p0300
0.71196,0.75307,0.003091,p0301
0.5428,1.1302,0.00011747,p0302
0.77786,1.1075,0.00025031,p0303
1.9761,0.11527,0.00034016,p0304
0.1247,0.21383,0.0031486,p0305
1.9923,1.3394,0.0027663,p0306
1.3174,0.21748,0.00049366,p0307
1.5589,1.174,0.0033056,p0308
1.3514,0.98311,0.00046689,p0309
0.52644,0.7007,0.0018884,p0310
1.9519,1.0537,0.0002563,p0311
0.48539,0.25164,0.0048652,p0312
0.90184,0.20211,0.00040551,p0313
0.75003,1.0503,0.0066582,p0314
0.81064,1.2962,0.00023049,p0315
0.57428,0.95326,0.0042012,p0316
1.8094,1.2731,0.0028726,p0317
0.40597,1.4724,0.00020349,p0318
0.59777,0.9689,0.00502,p0319
1.4073,0.8868,0.00021221,p0320
0.19854,0.80607,0.00038416,p0321
1.9491,0.85521,0.00064996,p0322
0.64043,0.85972,0.00050132,p0323
0.23545,1.4284,0.00058954,p0324
1.6061,1.1956,0.00026979,p0325
1.1994,1.3312,0.0056738,p0326
1.2627,0.22351,0.0011107,p0327
0.71044,1.0157,0.00076846,p0328
1.6579,0.56758,0.00011633,p0329
1.9401,0.44874,0.00091211,p0330
0.65887,1.0956,0.00048106,p0331
1.1173,0.76712,0.00010846,p0332
1.7552,1.328,0.00014562,p0333
0.19073,0.4635,0.0013583,p0334
0.71971,0.16841,0.00078109,p0335
1.3474,0.64062,0.00016443,p0336
0.97036,0.52588,0.0011308,p0337
0.39911,0.82896,0.0033469,p0338
1.1094,1.4048,0.0014663,p0339
1.7019,1.4065,0.0011604,p0340
0.85781,1.2262,0.00078848,p0341
0.46879,1.2655,0.00013072,p0342
0.24515,1.1606,0.0001511,p0343
1.647,1.2699,0.00088371,p0344
1.0265,0.48013,0.0090532,p0345
0.47867,0.17739,0.0018746,p0346
0.53255,1.4644,0.0016682,p0347
0.42975,0.59847,0.0053717,p0348
0.45518,0.24219,0.0040455,p0349
0.83977,1.0247,0.00014261,p0350
1.5601,0.62548,0.00041625,p0351
1.8968,1.2899,0.0012407,p0352
1.5834,0.28402,0.0063809,p0353
0.58676,0.28946,0.0072282,p0354
1.3649,1.1269,0.0060619,p0355
1.51,0.41799,0.00010954,p0356
1.8796,0.59421,0.00023886,p0357
1.3561,0.33485,0.0080791,p0358
0.55336,0.22257,0.0019388,p0359
1.3918,0.47127,0.000177,p0360
0.86726,1.3083,0.00053345,p0361
1.723,0.12389,0.0018102,p0362
0.86183,1.2554,0.00023621,p0363
0.5779,0.89325,0.0028846,p0364
0.79429,1.2822,0.00085852,p0365
1.4246,0.64726,0.0069851,p0366
0.88651,1.3618,0.00014961,p0367
0.35842,0.58012,0.00010588,p0368
1.9848,1.1501,0.0029532,p0369
0.44011,1.452,0.00018734,p0370
0.25649,1.3631,0.00015263,p0371
1.6509,0.31328,0.000557,p0372
1.5151,0.66944,0.007261,p0373
1.8387,0.19393,0.0063126,p0374
1.3604,0.68362,0.0017881,p0375
0.95459,0.11361,0.0025703,p0376
0.38101,0.14892,0.00048721,p0377
1.6185,0.77562,0.00075048,p0378
1.7322,0.29975,0.00054162,p0379
1.551,1.193,0.0031665,p0380
0.43805,1.0835,0.00081882,p0381
1.6211,0.25685,0.00029738,p0382
1.578,1.3786,0.00062194,p0383
0.85218,1.0059,0.00092883,p0384
1.3269,0.6909,0.0081952,p0385
1.2741,1.4933,0.00015877,p0386
0.99831,0.27851,0.00012848,p0387
1.5391,0.10945,0.00033388,p0388
1.6805,0.35043,0.00036011,p0389
1.7795,0.35943,0.00012194,p0390
1.2239,0.26095,0.0002134,p0391
1.61,0.7963,0.00011146,p0392
1.4817,0.86936,0.00014414,p0393
1.8619,0.7059,0.00044002,p0394
0.28548,0.75592,0.0046097,p0395
1.2408,0.15696,0.0046707,p0396
0.87156,0.79141,0.00045937,p0397
0.3482,0.87393,0.0054758,p0398
0.3221,1.476,0.00020559,p0399
1.6862,1.4855,0.00090502,p0400
1.2954,0.43912,0.0037902,p0401
0.12851,1.1446,0.00090026,p0402
1.0597,1.206,0.0037052,p0403
1.8101,1.0813,0.00035761,p0404
0.23824,0.67923,0.00075959,p0405
1.5647,1.0919,0.0099053,p0406
1.6003,0.98058,0.0012916,p0407
0.69553,0.205,0.0024781,p0408
0.50017,1.4594,0.0099124,p0409
1.1812,1.1163,0.00071635,p0410
0.22191,1.2027,0.0010243,p0411
0.60414,0.11692,0.00029419,p0412
0.62744,0.80402,0.00031696,p0413
0.16459,1.2142,0.0015976,p0414
1.7696,0.33208,0.00032417,p0415
0.2441,1.4626,0.0017443,p0416
1.1387,1.0309,0.00012717,p0417
1.6256,0.85681,0.0010718,p0418
0.10066,1.2801,0.00022901,p0419
1.6736,0.21046,0.00010269,p0420
1.7664,0.96683,0.0001132,p0421
0.98405,0.57762,0.00019559,p0422
0.62072,0.41331,0.0016348,p0423
0.1916,0.33737,0.0014181,p0424
1.8495,1.2304,0.0043519,p0425
1.7925,0.49503,0.0014193,p0426
1.2512,0.27074,0.00213,p0427
1.2136,1.431,0.0054173,p0428
0.68781,0.87079,0.0008304,p0429
0.87686,0.45748,0.0034035,p0430
0.49442,0.80962,0.0017132,p0431
1.0993,1.3961,0.00013761,p0432
1.4277,0.68098,0.0024281,p0433
1.3733,0.74893,0.00063177,p0434
0.91754,1.2504,0.0084894,p0435
0.75551,1.3875,0.0044042,p0436
0.57027,1.088,0.00011045,p0437
0.11761,1.3705,0.00028146,p0438
1.9274,0.78183,0.00065682,p0439
1.2855,1.1796,0.00016045,p0440
0.51853,0.14721,0.00426,p0441
1.3134,0.90335,0.0061363,p0442
1.2474,0.54819,0.0010358,p0443
0.52525,0.43354,0.00061226,p0444
1.711,1.1908,0.00027581,p0445
1.5433,0.58335,0.00067232,p0446
1.0724,1.0104,0.00061431,p0447
0.94832,1.3349,0.0019114,p0448
0.20779,0.99206,0.0074435,p0449
0.66329,0.24622,0.0070484,p0450
0.39083,0.6755,0.00014803,p0451
1.3947,0.72518,0.00030625,p0452
1.9189,0.69823,0.0022362,p0453
0.41852,0.81406,0.0001002,p0454
1.332,0.73824,0.0035183,p0455
0.89456,0.12651,0.0011827,p0456
1.7119,0.11993,0.0010175,p0457
1.0164,0.37309,0.0091996,p0458
1.6414,1.1545,0.002041,p0459
0.82449,0.31606,0.0087432,p0460
0.49887,1.4978,0.0001138,p0461
0.42316,0.25011,0.00098359,p0462
0.988,0.48901,0.0076768,p0463
1.855,1.1435,0.0053298,p0464
0.5623,0.99869,0.0051519,p0465
1.1238,0.4516,0.0092098,p0466
0.89039,0.85058,0.00035141,p0467
1.0408,0.32471,0.00022485,p0468
0.35471,0.43187,0.0001297,p0469
1.3073,0.9325,0.0012256,p0470
0.83499,1.4718,0.00031927,p0471
0.51706,1.0687,0.00080281,p0472
1.4716,1.3415,0.0068694,p0473
1.509,1.2583,0.00070151,p0474
0.74863,0.94444,0.00072746,p0475
1.8406,1.4447,0.0012088,p0476
0.30436,0.84051,0.0084546,p0477
0.89917,0.38599,0.00016911,p0478
0.99143,0.68893,0.0028318,p0479
1.4725,0.73495,0.00052893,p0480
1.1606,0.76293,0.0025278,p0481
0.58067,1.0899,0.0002649,p0482
1.3352,1.3049,0.0015487,p0483
1.4888,0.51718,0.0029311,p0484
1.0925,1.1335,0.0023826,p0485
1.5933,1.1654,0.0023228,p0486
0.37369,1.1988,0.00031415,p0487
1.7614,1.2364,0.0034509,p0488
0.76165,1.4904,0.00024197,p0489
1.8315,0.39968,0.00012028,p0490
1.0457,0.73851,0.0034272,p0491
1.0332,0.18703,0.0026035,p0492
1.2082,1.2461,0.0038559,p0493
0.20478,0.87819,0.003473,p0494
1.5204,1.2336,0.0019657,p0495
0.36785,0.28512,0.00016491,p0496
1.9834,1.1701,0.00036946,p0497
1.7734,0.75059,0.00053723,p0498
1.4004,0.3079,0.0047835,p0499
1.7836,0.9939,0.0038899,p0500
