wind_speed,swr,turbulence/turb_param/k_min,light_extinction/g1/constant_value,par_id
1.2715,0.3715,1.2302e-05,0.5866,p0038
0.41404,0.16698,1.5035e-06,0.052159,p0039
1.7617,0.23229,3.9987e-08,0.065379,p0040
1.1582,0.9846,8.3118e-06,0.81458,p0041
1.4523,0.32841,8.3477e-07,0.19315,p0042
1.1552,1.1272,7.5913e-07,0.055777,p0043
0.76078,1.3877,2.4108e-09,0.10671,p0044
1.6817,0.16781,8.8872e-10,0.92533,p0045
1.9203,0.58623,8.3129e-08,0.71102,p0046
0.93517,0.82051,1.2642e-09,0.13735,p0047
0.18231,0.35053,1.4638e-07,0.27664,p0048
0.94794,0.70553,1.8549e-09,0.077546,p0049
1.2231,0.48276,1.3365e-07,0.67546,p0050
0.33903,0.66151,2.0811e-05,0.84743,p0051
1.4737,0.20652,6.5763e-06,0.42104,p0052
1.3902,1.0956,5.7201e-09,0.87898,p0053
0.51826,1.0938,1.5136e-08,0.28712,p0054
1.4714,0.97151,7.6457e-05,0.64185,p0055
1.1088,1.0981,9.3418e-08,0.41054,p0056
1.4301,1.4635,2.9148e-09,0.4008,p0057
1.178,1.1085,1.5806e-06,0.74659,p0058
0.6537,1.3204,3.254e-05,0.62326,p0059
1.2694,0.68092,1.9831e-09,0.23882,p0060
1.575,0.47622,2.6519e-10,0.044756,p0061
0.75351,1.1372,7.4392e-06,0.33149,p0062
0.66346,0.28644,3.4257e-06,0.53175,p0063
0.34683,1.0698,1.4827e-09,0.81233,p0064
1.3122,1.267,3.5889e-07,0.29747,p0065
1.5832,0.84188,8.5413e-05,0.31755,p0066
1.0445,0.98727,1.4391e-09,0.079958,p0067
1.0597,0.53058,3.088e-07,0.30923,p0068
1.422,0.95327,8.0709e-07,0.57502,p0069
0.10835,0.83889,1.0658e-08,0.47835,p0070
1.4666,0.27042,1.2458e-06,0.32376,p0071
1.4932,1.2873,4.3681e-10,0.4684,p0072
1.3212,0.5957,2.2769e-07,0.89853,p0073
0.38698,0.57957,1.9265e-05,0.11598,p0074
0.86902,1.3213,2.3951e-08,0.59925,p0075
1.6848,0.59374,5.3155e-06,0.75383,p0076
0.56936,1.4495,1.0724e-07,0.38946,p0077
0.24718,1.0052,7.6861e-09,0.25713,p0078
0.41675,0.17391,1.008e-10,0.77793,p0079
0.53425,1.0865,1.9495e-09,0.37659,p0080
1.8829,1.48,2.0249e-07,0.5639,p0081
1.2135,0.51669,6.1444e-08,0.63418,p0082
1.1434,0.12787,7.8112e-05,0.96665,p0083
0.63843,0.21966,7.4573e-07,0.2173,p0084
0.24972,0.32354,2.2236e-10,0.79462,p0085
1.343,0.8944,8.3645e-06,0.74395,p0086
0.97205,0.52398,8.6451e-07,0.2447,p0087
0.50257,0.31895,1.1672e-10,0.44827,p0088
0.66111,0.23537,1.1296e-09,0.64785,p0089
0.20924,1.2609,1.1877e-09,0.58221,p0090
1.8737,1.2465,6.8969e-06,0.031606,p0091
0.8545,1.1972,3.6011e-08,0.34183,p0092
0.65731,0.54718,2.3464e-05,0.35253,p0093
0.69266,1.2187,2.8225e-06,0.033402,p0094
1.9582,0.21544,1.9704e-05,0.25108,p0095
1.9044,0.15844,6.6978e-06,0.16605,p0096
0.55139,1.0612,1.2235e-09,0.4072,p0097
1.4024,0.94685,5.3866e-07,0.74046,p0098
0.91004,1.4951,1.9442e-07,0.88439,p0099
1.6467,0.92428,4.2912e-05,0.7892,p0100
0.71909,0.53298,5.0856e-08,0.26059,p0101
0.52318,0.20617,6.955e-07,0.17141,p0102
0.19167,1.1188,5.1273e-10,0.93949,p0103
1.6356,1.4411,1.3472e-10,0.13468,p0104
1.8976,0.10716,2.0438e-08,0.54335,p0105
1.3683,1.0191,3.6424e-09,0.76718,p0106
0.4621,0.97918,7.8149e-08,0.42353,p0107
0.1599,0.40379,4.7613e-05,0.5688,p0108
0.9574,0.87564,3.055e-06,0.56448,p0109
1.7397,0.47468,1.9123e-10,0.6195,p0110
0.81301,0.82276,7.202e-06,0.77913,p0111
1.1838,1.1898,5.5104e-09,0.95479,p0112
1.9763,0.17972,2.3345e-07,0.16992,p0113
0.36882,1.4826,4.9966e-05,0.41621,p0114
1.4823,0.94317,9.9519e-08,0.549,p0115
1.6337,0.9491,2.1216e-10,0.77251,p0116
0.29842,0.34883,2.3857e-05,0.86758,p0117
0.48914,0.39821,7.5752e-10,0.48808,p0118
1.3928,0.89671,7.3043e-10,0.87386,p0119
0.16218,1.2449,8.6185e-09,0.95956,p0120
1.3565,1.03,1.1796e-08,0.44372,p0121
1.3512,0.91638,6.933e-05,0.29695,p0122
0.86048,1.2316,1.2215e-08,0.2423,p0123
0.17011,0.74853,4.5821e-10,0.8479,p0124
1.024,0.21299,2.5082e-09,0.039344,p0125
1.1712,1.4875,2.18e-08,0.20166,p0126
0.64739,1.4297,1.1231e-06,0.27392,p0127
0.17652,1.3685,9.4566e-06,0.15199,p0128
1.7595,1.0763,1.5988e-09,0.53526,p0129
1.7058,1.2064,2.5653e-05,0.50077,p0130
0.55269,0.26735,2.3191e-09,0.069171,p0131
0.69724,1.1313,1.2772e-07,0.24728,p0132
0.91821,1.1013,4.4283e-09,0.79265,p0133
0.74139,0.34467,1.1554e-09,0.35773,p0134
1.4445,0.8192,6.9754e-09,0.66255,p0135
0.25855,1.4709,1.1092e-05,0.30028,p0136
0.98046,0.918,9.85e-09,0.25393,p0137
0.46764,1.3965,6.017e-08,0.98756,p0138
0.88664,0.17165,2.6062e-05,0.7721,p0139
0.40738,0.74568,3.9158e-05,0.41801,p0140
1.6805,0.69205,6.6665e-07,0.082075,p0141
0.83788,0.10558,2.4426e-06,0.35987,p0142
1.0189,0.85689,2.88e-08,0.32755,p0143
1.435,1.4212,3.2111e-08,0.89389,p0144
0.57155,0.60335,1.5188e-07,0.91278,p0145
1.3473,0.76684,1.5239e-09,0.91529,p0146
1.9571,0.46698,5.7685e-10,0.073374,p0147
0.23826,1.2538,1.3295e-09,0.084289,p0148
0.82799,0.79727,7.4649e-09,0.79209,p0149
0.3968,0.37882,1.0333e-06,0.13178,p0150
0.51629,0.5547,4.2883e-07,0.10413,p0151
1.6085,0.64851,1.7684e-10,0.70006,p0152
1.9121,1.0404,2.8519e-10,0.67491,p0153
1.5365,0.30661,1.3713e-06,0.4987,p0154
0.85063,0.84215,4.7237e-06,0.59764,p0155
1.1238,0.58849,4.8443e-07,0.76413,p0156
0.32055,0.15522,1.9659e-08,0.020202,p0157
0.18957,1.0837,4.0708e-07,0.12894,p0158
0.55867,0.44891,5.218e-08,0.63989,p0159
1.5225,0.31359,3.605e-05,0.093359,p0160
0.76604,1.2947,2.6115e-06,0.47458,p0161
0.63115,1.1351,5.5604e-08,0.52243,p0162
1.1492,1.0138,4.2404e-08,0.71449,p0163
0.26348,0.551,4.4762e-08,0.20884,p0164
0.92672,0.29506,5.867e-07,0.86321,p0165
1.1624,0.69541,2.0474e-09,0.30499,p0166
1.2344,0.53825,8.4751e-08,0.81617,p0167
1.5464,1.2867,2.9525e-06,0.83316,p0168
0.68484,1.2974,7.5334e-05,0.46045,p0169
1.1155,1.1057,1.1708e-07,0.17411,p0170
0.11953,0.59123,1.2066e-10,0.48652,p0171
1.0941,0.10091,3.3513e-07,0.734,p0172
1.9149,0.72121,1.3818e-05,0.13506,p0173
0.54109,0.95877,8.4925e-09,0.50489,p0174
1.7835,0.44568,4.0637e-08,0.99089,p0175
0.21593,1.3801,2.6726e-09,0.39525,p0176
1.2755,1.4516,1.4719e-06,0.57779,p0177
1.1343,0.4442,1.6313e-06,0.99329,p0178
0.81998,1.112,5.3388e-09,0.60076,p0179
1.8403,0.79206,6.5054e-10,0.95432,p0180
1.9185,0.82725,3.7264e-07,0.65798,p0181
1.2985,0.34177,4.0154e-06,0.78299,p0182
0.1382,0.69748,4.4646e-10,0.63762,p0183
1.6393,1.1614,1.5078e-10,0.906,p0184
0.51323,1.3418,1.7648e-06,0.18335,p0185
0.70086,1.0559,3.8733e-05,0.86467,p0186
1.5817,0.54329,3.2525e-10,0.51087,p0187
1.9945,0.70135,9.4264e-05,0.26325,p0188
0.64022,1.1644,9.1038e-09,0.61187,p0189
1.3408,1.0477,2.4553e-07,0.33676,p0190
1.8627,0.59958,6.5718e-08,0.072013,p0191
1.8564,1.1684,2.3118e-06,0.22465,p0192
0.277,0.72869,5.5441e-05,0.76925,p0193
1.6628,1.1149,5.7446e-05,0.14127,p0194
1.7273,1.2736,5.3422e-05,0.68631,p0195
1.8206,0.96335,6.6193e-09,0.93216,p0196
1.0507,0.61019,1.731e-10,0.94593,p0197
0.12817,0.88123,5.9481e-09,0.09133,p0198
0.62765,0.43736,1.0467e-10,0.025713,p0199
1.426,0.58204,4.0153e-09,0.3658,p0200
0.83549,0.29109,5.0282e-10,0.11959,p0201
1.501,0.78328,3.3777e-10,0.28912,p0202
0.23395,0.13277,7.5209e-08,0.70543,p0203
1.5096,0.22555,4.2133e-06,0.7204,p0204
0.74491,0.98977,3.1382e-06,0.2404,p0205
0.1309,1.2132,2.166e-06,0.23761,p0206
1.1199,1.4904,4.3224e-06,0.52063,p0207
0.78127,1.3148,2.3506e-06,0.37027,p0208
0.20572,0.22098,2.4871e-05,0.67807,p0209
1.9328,0.83011,6.0833e-10,0.72943,p0210
1.2811,0.25535,3.8597e-09,0.93678,p0211
1.3839,0.37217,4.7308e-05,0.91417,p0212
1.0863,0.54054,6.5389e-07,0.50666,p0213
0.29384,0.76638,1.8214e-06,0.85235,p0214
1.1963,0.39314,1.1422e-08,0.18016,p0215
0.73645,0.17584,1.2424e-10,0.047843,p0216
0.60761,1.105,2.56e-06,0.95681,p0217
0.53114,0.4953,1.9977e-10,0.58973,p0218
0.63214,0.10987,8.783e-05,0.14535,p0219
0.89871,1.1995,4.3777e-09,0.9809,p0220
0.84856,0.38007,8.5545e-07,0.036386,p0221
0.33999,1.2094,2.8854e-05,0.018153,p0222
0.12289,1.1721,5.3911e-09,0.43191,p0223
0.601,0.6128,5.9168e-10,0.33608,p0224
0.25967,1.1821,7.0867e-09,0.30179,p0225
1.9391,1.2687,4.5113e-05,0.45821,p0226
0.73393,0.46021,2.8761e-06,0.086993,p0227
1.2945,1.4351,1.7973e-09,0.24951,p0228
0.18621,1.3258,4.8257e-08,0.72507,p0229
1.717,0.27511,7.8279e-07,0.062757,p0230
1.8433,0.51341,3.7394e-06,0.012788,p0231
0.61296,1.3546,2.8864e-08,0.1862,p0232
0.80456,0.55013,1.5514e-10,0.76471,p0233
1.1048,0.78147,2.5426e-10,0.22167,p0234
1.814,1.4606,1.0508e-06,0.55927,p0235
1.5995,0.74095,1.0883e-08,0.62135,p0236
1.2121,0.80516,1.1848e-07,0.61591,p0237
1.0716,0.72348,2.674e-07,0.63042,p0238
1.312,0.12252,1.7929e-08,0.66932,p0239
1.3754,0.45681,8.2471e-10,0.04263,p0240
0.45418,0.68424,1.0706e-05,0.74461,p0241
0.14677,1.3268,1.4517e-10,0.36788,p0242
0.38425,1.4985,1.508e-05,0.75119,p0243
0.30322,1.1771,1.5522e-09,0.53313,p0244
1.8355,1.2029,2.2137e-07,0.2312,p0245
0.72612,0.13372,3.765e-10,0.43078,p0246
0.48473,1.3896,2.9921e-05,0.15025,p0247
1.8046,1.0539,2.0882e-06,0.40249,p0248
1.7918,1.4148,3.5165e-05,0.90922,p0249
1.6935,1.3461,1.4798e-05,0.154,p0250
1.0783,0.7166,5.636e-06,0.39164,p0251
1.797,0.96837,2.0995e-08,0.66096,p0252
0.54832,1.0126,3.0788e-08,0.74145,p0253
1.8748,1.0906,4.5179e-08,0.85536,p0254
1.2829,0.5595,5.5992e-07,0.82376,p0255
1.1407,0.80571,4.1995e-09,0.46153,p0256
0.61515,0.31674,2.6974e-08,0.90044,p0257
0.42787,0.18576,6.333e-07,0.34693,p0258
0.67003,1.4857,6.5027e-05,0.64572,p0259
1.5414,0.73061,1.3986e-06,0.88791,p0260
0.27326,1.4436,3.2025e-09,0.48019,p0261
1.7104,1.1451,6.788e-08,0.91904,p0262
1.4905,0.6215,4.6685e-08,0.54578,p0263
1.8248,0.92673,3.3576e-09,0.60676,p0264
0.35042,0.25836,3.1646e-06,0.57986,p0265
0.11569,0.68968,6.6173e-10,0.90196,p0266
1.5612,1.2416,4.1987e-07,0.01035,p0267
0.29023,1.3371,1.6888e-07,0.25162,p0268
1.2405,1.3736,1.763e-09,0.94113,p0269
1.8802,1.3377,2.1833e-05,0.81942,p0270
1.8897,1.2209,1.5805e-05,0.55183,p0271
0.79874,0.66607,2.2368e-10,0.5912,p0272
0.22493,0.85393,2.8936e-07,0.60367,p0273
0.40826,0.50777,8.108e-05,0.76028,p0274
1.6598,0.673,5.8405e-08,0.09816,p0275
0.96025,1.0788,3.2338e-08,0.99471,p0276
0.49625,0.55813,1.1059e-10,0.75587,p0277
0.77512,0.29834,1.6496e-08,0.64444,p0278
0.36195,0.47861,2.7451e-09,0.77486,p0279
1.7538,0.79547,1.0517e-07,0.16349,p0280
1.5291,0.56407,4.2339e-05,0.29,p0281
0.49483,1.1551,5.1101e-07,0.42383,p0282
0.32848,1.4924,2.9004e-09,0.80872,p0283
0.87471,0.26325,1.2765e-09,0.78658,p0284
1.203,0.46998,2.683e-06,0.94808,p0285
1.4094,1.0639,3.5581e-08,0.21023,p0286
0.47166,0.75722,1.6518e-05,0.70836,p0287
1.4282,1.1598,3.3391e-08,0.42871,p0288
0.43217,0.33631,1.0118e-06,0.41338,p0289
1.047,0.86232,3.609e-06,0.067227,p0290
1.6755,1.3908,6.0135e-06,0.9342,p0291
0.20105,0.86848,2.9674e-08,0.18192,p0292
0.76217,0.22874,9.6181e-09,0.1919,p0293
1.5971,1.2905,1.372e-07,0.72777,p0294
0.58381,0.94266,6.6756e-09,0.87279,p0295
1.7206,1.1247,1.0213e-09,0.19579,p0296
0.28161,0.67955,6.1456e-09,0.37901,p0297
1.7343,0.35631,1.8942e-09,0.070001,p0298
0.31773,0.96158,1.8177e-05,0.45218,p0299
1.4605,0.71257,3.8498e-08,0.47113,p0300
1.0215,1.0509,2.0603e-10,0.68868,p0301
0.45193,0.33483,1.0141e-07,0.17523,p0302
1.6208,0.36039,5.4079e-10,0.57081,p0303
1.2003,0.62798,8.8206e-08,0.38605,p0304
0.26851,0.97575,3.5225e-09,0.48975,p0305
1.9275,1.237,1.7434e-05,0.81996,p0306
1.2265,0.87844,2.8797e-10,0.96134,p0307
0.9678,0.42028,4.1126e-05,0.54759,p0308
0.53766,0.26032,2.5664e-10,0.14285,p0309
0.7224,0.57233,4.9203e-10,0.32902,p0310
0.25339,0.92288,1.3724e-09,0.42676,p0311
0.73071,1.2536,9.569e-07,0.47162,p0312
1.3334,0.16144,3.1843e-07,0.11171,p0313
1.5273,0.43474,9.5355e-05,0.97556,p0314
0.9518,0.48571,1.7612e-07,0.95032,p0315
0.74786,1.3028,5.6527e-06,0.27175,p0316
0.44854,1.3342,1.6653e-09,0.57392,p0317
0.71459,1.3771,4.8369e-09,0.50294,p0318
1.7307,0.70361,1.5908e-07,0.44727,p0319
0.24427,1.3943,1.0042e-05,0.52449,p0320
1.3012,0.39976,1.5788e-08,0.86993,p0321
1.0637,0.80081,2.7151e-05,0.49456,p0322
0.67713,0.93543,7.7471e-06,0.35554,p0323
1.6968,1.4766,7.8111e-10,0.18958,p0324
0.93705,1.3512,1.1898e-05,0.65172,p0325
0.62183,0.40937,1.9763e-10,0.60468,p0326
0.88419,1.0248,1.2448e-08,0.83459,p0327
1.7795,0.36284,2.797e-07,0.12611,p0328
0.28974,1.1805,4.5366e-09,0.68279,p0329
1.8946,0.14301,3.7454e-09,0.21578,p0330
1.7706,1.3062,1.3522e-05,0.54177,p0331
0.30685,0.32408,5.3502e-08,0.84964,p0332
0.84413,0.19059,1.5488e-05,0.76152,p0333
1.0324,1.3745,4.5671e-07,0.59418,p0334
1.336,1.4266,8.0986e-08,0.51548,p0335
0.31031,0.60745,1.6565e-10,0.23457,p0336
1.9674,1.1867,1.8362e-08,0.12752,p0337
0.47388,0.28997,1.4e-07,0.20505,p0338
0.57579,0.13867,7e-10,0.4149,p0339
0.52925,0.46659,3.4355e-05,0.58343,p0340
1.7437,1.0092,5.6057e-08,0.26607,p0341
0.13511,0.45439,1.134e-07,0.49173,p0342
0.35834,0.23124,2.7707e-09,0.22787,p0343
0.6691,1.3592,4.4293e-05,0.92679,p0344
1.504,0.63923,2.6026e-08,0.58507,p0345
1.1818,0.49785,1.9085e-06,0.65402,p0346
1.6106,0.1412,1.6685e-05,0.35349,p0347
0.37699,1.4678,4.7125e-07,0.22286,p0348
0.78474,1.3651,4.9839e-08,0.9977,p0349
0.90857,0.50117,4.0577e-10,0.43654,p0350
0.42251,1.3116,3.7044e-05,0.3431,p0351
1.4946,1.3674,8.4623e-10,0.92256,p0352
0.99533,0.24534,2.2544e-06,0.98543,p0353
1.1938,0.65389,4.0561e-06,0.78138,p0354
0.97709,0.63721,2.5474e-09,0.66475,p0355
1.929,0.83517,4.5518e-06,0.56218,p0356
1.7247,1.0586,2.1615e-07,0.79982,p0357
0.21102,1.0332,2.4124e-07,0.80006,p0358
0.11152,0.66556,1.8711e-10,0.5087,p0359
1.0814,1.2638,1.7922e-05,0.27057,p0360
0.99789,1.4733,1.9445e-06,0.3085,p0361
0.71084,1.3295,4.3667e-07,0.38338,p0362
0.68661,0.75973,8.1603e-10,0.71518,p0363
1.516,0.65082,3.9212e-10,0.70242,p0364
0.50319,0.63474,1.63e-07,0.37048,p0365
0.37988,1.346,1.8826e-07,0.48366,p0366
1.7667,1.2355,3.1229e-05,0.13986,p0367
0.40354,1.185,1.8678e-08,0.077142,p0368
1.1,1.0687,1.1202e-08,0.67039,p0369
1.1275,0.91228,2.5158e-08,0.9702,p0370
0.35459,0.93016,1.4733e-08,0.46463,p0371
0.77195,0.27744,1.7891e-10,0.6809,p0372
1.4041,0.46283,2.2434e-09,0.44071,p0373
0.61778,0.64184,2.6117e-07,0.29256,p0374
1.6029,0.18183,1.8076e-06,0.31993,p0375
1.038,0.99722,1.8975e-07,0.47549,p0376
1.219,1.3837,7.1637e-08,0.88996,p0377
1.0545,0.20317,5.513e-07,0.16807,p0378
1.3277,1.0427,7.9143e-09,0.9651,p0379
1.9654,1.4647,5.0959e-09,0.86132,p0380
0.8944,0.48906,3.7613e-08,0.2678,p0381
1.0285,0.49183,9.744e-06,0.53836,p0382
0.42351,1.1572,3.4683e-08,0.32242,p0383
1.8005,0.96715,3.2804e-07,0.97659,p0384
0.394,0.62396,1.8649e-05,0.022718,p0385
1.2519,0.9048,3.4728e-07,0.45706,p0386
1.5691,0.67647,2.2059e-08,0.060736,p0387
1.5924,1.2496,1.0143e-05,0.089833,p0388
0.91363,1.1749,4.1994e-10,0.40466,p0389
1.8674,0.3389,5.6617e-10,0.26483,p0390
0.56518,1.3086,5.055e-07,0.71792,p0391
0.28492,0.56679,2.5292e-06,0.46596,p0392
0.36506,0.25014,6.0698e-09,0.75778,p0393
0.23201,1.0174,2.9817e-10,0.11888,p0394
1.6139,1.4114,4.4406e-06,0.28408,p0395
1.1326,1.0718,2.4721e-08,0.27952,p0396
1.3879,0.90033,4.1531e-09,0.36137,p0397
0.80827,1.2163,7.2091e-05,0.31219,p0398
0.6047,0.86535,3.5493e-09,0.026293,p0399
1.8906,1.0286,9.8426e-05,0.83977,p0400
0.59009,0.84603,1.1447e-06,0.74985,p0401
1.1883,0.65961,3.6097e-10,0.97403,p0402
1.9439,0.74397,2.2166e-05,0.1965,p0403
1.7036,0.77388,9.862e-10,0.73801,p0404
1.2479,0.87559,1.3343e-08,0.99944,p0405
1.041,1.1921,3.3685e-05,0.20703,p0406
1.5732,1.205,1.2125e-06,0.69702,p0407
1.8515,0.61967,3.932e-07,0.15606,p0408
1.4785,0.44075,3.8556e-06,0.31399,p0409
1.9843,0.52204,2.1543e-09,0.90347,p0410
1.3063,0.7714,1.5533e-08,0.91743,p0411
1.9429,0.89222,1.1314e-10,0.628,p0412
0.98195,0.38619,9.7353e-07,0.45469,p0413
1.7119,0.11669,3.4964e-06,0.63886,p0414
0.98996,0.42813,9.127e-08,0.89637,p0415
0.88118,1.1401,7.6354e-06,0.11084,p0416
0.1058,0.75503,1.4911e-07,0.98976,p0417
0.69378,1.3009,1.3304e-05,0.1474,p0418
1.5631,1.142,5.0445e-06,0.96353,p0419
1.548,1.4233,3.3308e-10,0.72467,p0420
1.4377,0.80866,1.2783e-05,0.61491,p0421
0.90282,0.70936,2.7366e-05,0.049845,p0422
0.9211,1.4442,1.2972e-07,0.30641,p0423
1.5194,0.833,6.2703e-08,0.4087,p0424
1.4154,0.14694,2.3077e-10,0.23238,p0425
0.8297,0.73613,1.2601e-08,0.60817,p0426
1.2076,1.0826,3.7875e-07,0.7856,p0427
0.38894,1.4056,1.6717e-08,0.51801,p0428
0.80262,0.75077,1.4004e-09,0.68386,p0429
1.7523,1.353,1.6821e-09,0.97882,p0430
1.9904,0.87277,2.5577e-07,0.95071,p0431
1.5572,1.0441,7.0771e-05,0.632,p0432
0.43894,1.1283,6.3012e-06,0.29325,p0433
1.2621,0.51096,1.7426e-08,0.82978,p0434
1.3265,0.1295,6.3223e-06,0.33895,p0435
1.4564,1.3998,7.9283e-06,0.44212,p0436
0.562,0.19922,9.5306e-08,0.84416,p0437
0.16589,0.12217,8.2993e-05,0.39797,p0438
1.1459,1.2817,1.4367e-08,0.8822,p0439
0.67978,1.438,3.8445e-10,0.83744,p0440
1.3582,0.78861,1.9374e-08,0.035204,p0441
0.44407,0.24571,3.3277e-09,0.62638,p0442
0.94465,0.76292,9.2236e-06,0.59304,p0443
1.8474,0.65562,3.0532e-09,0.70439,p0444
1.3781,1.4179,6.6326e-05,0.69351,p0445
0.19797,0.84996,7.4255e-09,0.27818,p0446
1.1663,1.1206,9.2738e-07,0.15805,p0447
1.4864,0.77537,5.8003e-05,0.39379,p0448
0.70593,1.3161,5.2467e-05,0.90877,p0449
1.8092,0.35232,3.0955e-09,0.51146,p0450
1.6668,0.68616,2.1182e-06,0.69022,p0451
1.8529,0.95633,1.0812e-09,0.054047,p0452
1.0154,0.62963,1.4004e-08,0.97062,p0453
1.9056,0.79108,1.1063e-07,0.31557,p0454
0.81615,0.53592,5.8459e-07,0.69724,p0455
0.15104,0.81523,2.0252e-06,0.12405,p0456
0.22672,1.3612,2.9988e-07,0.98239,p0457
0.93161,0.30241,1.0184e-09,0.92422,p0458
1.9965,0.23899,1.3971e-10,0.48261,p0459
1.0918,1.0363,2.7309e-08,0.25762,p0460
1.1738,0.90936,2.82e-05,0.85618,p0461
1.9526,1.4574,6.804e-10,0.65127,p0462
1.9706,0.18929,3.185e-05,0.22709,p0463
1.5537,0.3837,2.0874e-07,0.73507,p0464
1.5885,1.2258,5.4183e-06,0.83883,p0465
0.82572,0.99559,7.2385e-07,0.84333,p0466
1.5351,0.14904,2.4819e-10,0.32641,p0467
0.79535,0.8139,1.431e-06,0.54022,p0468
1.3715,0.43296,3.4571e-07,0.8922,p0469
0.21809,1.0221,4.7548e-10,0.79724,p0470
1.2366,0.85302,5.1173e-06,0.49527,p0471
1.6536,1.2252,1.2712e-06,0.86586,p0472
1.2655,0.90268,7.2051e-08,0.15987,p0473
1.3644,0.19799,3.0226e-10,0.38748,p0474
0.45879,0.42261,1.0795e-06,0.62459,p0475
1.3987,0.28208,5.0289e-09,0.20355,p0476
1.2896,0.98039,6.3125e-10,0.047164,p0477
0.43681,1.2766,5.9816e-05,0.18639,p0478
0.10002,0.3764,1.2247e-07,0.88036,p0479
0.77925,0.93771,1.1499e-05,0.34568,p0480
1.6196,0.52666,1.6119e-10,0.7326,p0481
1.6257,0.66903,2.342e-08,0.19854,p0482
1.6921,0.93173,2.4014e-10,0.65671,p0483
0.96541,1.4546,2.3377e-09,0.029159,p0484
0.33492,0.25142,2.2765e-08,0.82917,p0485
0.32769,0.49441,6.3731e-09,0.8075,p0486
1.7731,0.42653,6.1524e-07,0.087663,p0487
1.4462,0.33039,8.8781e-07,0.5565,p0488
0.94315,0.72499,1.0257e-08,0.9364,p0489
0.59467,0.31097,4.3233e-08,0.43564,p0490
1.0976,0.73297,2.716e-10,0.52812,p0491
1.8285,0.16292,6.1757e-05,0.17762,p0492
1.256,1.1488,2.0579e-05,0.015059,p0493
1.9772,0.64496,1.2053e-05,0.80353,p0494
0.50671,1.404,1.8091e-07,0.059301,p0495
0.98893,1.001,3.475e-10,0.16054,p0496
0.48216,0.88533,6.9523e-08,0.53024,p0497
1.2442,0.60404,6.2903e-05,0.55413,p0498
0.85756,1.003,2.293e-05,0.21241,p0499
1.068,0.29886,5.1397e-05,0.10049,p0500
