wind_speed,swr,LAKE_PARAMS/c_relax_C,par_id
0.14407,0.96493,0.00010573,p0488
0.27996,0.90437,0.00015636,p0489
0.22445,0.16123,0.00020068,p0490
1.428,0.4823,0.0030155,p0491
1.0474,1.3708,0.0052769,p0492
0.3005,0.72002,0.0018471,p0493
1.4419,0.5506,0.00030093,p0494
0.99014,1.4176,0.00022004,p0495
0.11199,0.96713,0.0033047,p0496
1.9076,1.0339,0.0015652,p0497
1.4589,0.18129,0.00037511,p0498
1.5065,0.19481,0.00066702,p0499
1.5527,0.10346,0.0054229,p0500
