wind_speed,swr,mixing/coef_mix_hyp,sediment/sed_temp_mean,sediment/sed_temp_mean,par_id
1.0164,0.30897,0.15661,14.352,16.718,p0049
1.2078,0.13862,1.8827,11.974,9.631,p0050
0.22731,0.57738,0.72431,19.048,0.84289,p0051
0.15223,1.0346,1.9236,16.483,14.734,p0052
1.7358,0.18749,1.1205,13.948,9.5163,p0053
0.80393,1.1671,0.14214,8.7029,0.53558,p0054
1.9194,1.3585,1.8103,4.6355,16.029,p0055
1.9313,1.4736,1.3785,14.839,4.022,p0056
0.63457,1.2675,1.7415,11.8,12.585,p0057
0.68635,1.0771,1.6694,14.455,9.3487,p0058
1.7997,0.34492,1.0667,17.281,3.5818,p0059
0.59657,0.52325,1.2544,9.1028,14.259,p0060
0.46937,1.3244,0.75196,9.6261,7.2858,p0061
0.34414,0.93288,0.71329,13.192,15.75,p0062
0.78988,0.12771,0.40795,14.708,16.337,p0063
1.925,1.1107,1.2622,0.47505,1.7752,p0064
0.15582,0.50437,1.3944,14.532,5.1458,p0065
0.40778,0.40541,0.46925,19.62,5.3262,p0066
0.94973,1.4366,1.7615,9.4358,6.0669,p0067
1.0669,1.1054,1.5197,14.073,7.307,p0068
1.1844,0.2385,0.95725,10.717,5.824,p0069
0.9133,1.2323,0.39581,6.6513,16.444,p0070
1.7672,0.35486,1.7213,9.9152,16.978,p0071
1.4426,0.92413,0.20386,17.328,14.598,p0072
0.42204,0.93725,1.526,8.6645,4.3397,p0073
1.0286,1.0301,1.449,17.469,1.2661,p0074
1.503,0.20362,1.5763,5.6553,14.769,p0075
0.4775,0.53488,1.8801,6.1845,2.9082,p0076
0.8254,0.90085,1.7303,15.24,8.3373,p0077
1.7383,1.0558,1.4964,4.3783,7.4775,p0078
0.58452,0.70361,0.96915,10.03,19.394,p0079
1.8454,0.77279,1.7143,12.454,3.6156,p0080
0.82795,0.67536,1.73,0.85093,3.9837,p0081
0.37669,0.5988,1.681,1.3579,11.503,p0082
1.2391,0.70725,0.95258,19.444,9.8656,p0083
1.8379,1.3934,1.0232,15.916,10.81,p0084
1.1368,0.48991,0.30431,7.1953,5.9051,p0085
1.4557,1.1925,0.10073,11.18,7.8932,p0086
1.5576,1.4571,0.21207,6.8344,11.432,p0087
1.9342,0.24004,1.2441,1.1105,17.186,p0088
1.1191,0.76314,1.3228,13.888,18.678,p0089
1.8722,0.54854,1.5719,12.163,15.337,p0090
1.27,0.39613,1.9267,16.955,11.329,p0091
1.3262,0.96017,0.58865,18.955,12.114,p0092
0.85879,0.87239,1.9697,3.336,1.1392,p0093
0.5753,1.2431,0.52067,16.746,14.112,p0094
1.6401,0.95205,0.22621,16.397,4.8061,p0095
0.20403,0.60428,0.97198,0.43227,7.405,p0096
1.8119,0.1136,0.50113,2.5517,18.171,p0097
1.585,0.26251,1.5915,5.815,9.7756,p0098
0.61857,0.23584,1.9048,13.849,11.637,p0099
1.5515,0.72518,0.87726,10.454,14.633,p0100
0.50004,1.4324,1.7744,14.099,3.3006,p0101
1.8315,0.9952,1.1681,2.0685,10.733,p0102
1.5645,0.64818,1.3387,17.393,7.1469,p0103
1.6569,0.55405,1.229,19.109,3.895,p0104
0.95258,0.67278,1.1605,11.724,0.50505,p0105
1.9738,0.21388,1.8428,11.361,2.0961,p0106
0.49042,0.78897,0.12589,12.303,3.1145,p0107
0.95574,0.73421,1.977,8.7987,10.556,p0108
0.17943,1.027,0.24147,5.17,7.0782,p0109
0.93795,0.38377,0.80493,4.4971,19.861,p0110
0.65728,1.2383,0.31756,1.0636,12.947,p0111
0.11983,0.31236,1.4551,12.748,8.504,p0112
1.3568,0.53058,0.42058,1.3242,8.19,p0113
0.12291,0.51631,0.68684,5.3907,7.5686,p0114
0.32712,0.87879,0.93791,12.993,13.482,p0115
0.39861,0.63866,1.36,15.785,3.565,p0116
1.7277,0.74907,1.6023,18.025,14.351,p0117
1.5177,0.63644,0.55829,2.6382,11.128,p0118
1.9962,1.1012,1.5415,13.422,1.6481,p0119
1.2329,0.25673,0.67533,8.3735,16.938,p0120
1.1377,0.57199,1.166,2.6284,7.4198,p0121
1.7777,0.34689,1.3158,12.981,5.8813,p0122
0.53042,1.4259,0.64532,19.243,4.9665,p0123
0.84444,0.21563,0.18134,17.668,11.659,p0124
0.21997,0.39399,0.78177,3.5659,0.87362,p0125
1.0146,0.52838,1.9486,10.407,9.6839,p0126
1.863,1.3691,1.484,3.7835,10.968,p0127
0.32813,1.3037,1.8448,12.012,8.7267,p0128
1.2857,1.0067,1.5135,12.263,17.372,p0129
1.2778,1.2206,1.4363,9.2112,11.493,p0130
0.78712,0.58672,0.6159,12.608,10.401,p0131
1.6922,0.43017,1.135,10.686,0.96719,p0132
0.76422,0.64909,1.7987,6.8198,5.368,p0133
1.6636,1.2625,0.964,17.724,1.3534,p0134
0.69719,0.853,0.81334,0.7548,2.716,p0135
1.526,0.33665,1.4747,8.9323,7.884,p0136
0.88781,1.0396,0.90587,1.8484,0.76816,p0137
1.8977,0.18119,0.77848,17.591,14.876,p0138
0.92051,0.63197,1.0284,1.6648,6.7269,p0139
1.757,1.3191,1.1539,9.9867,16.395,p0140
0.54634,1.124,0.48773,7.8036,19.804,p0141
1.6524,1.1174,0.649,13.35,2.6312,p0142
0.9704,0.74594,1.8158,4.8281,4.5914,p0143
0.97818,0.94675,0.98187,19.594,19.536,p0144
1.1787,0.14922,1.8272,3.6207,17.59,p0145
0.52198,0.69427,1.3001,15.835,10.137,p0146
0.30653,0.48624,0.15278,6.2611,18.659,p0147
0.44543,1.2982,0.92265,10.954,0.81679,p0148
1.1497,0.35043,1.1796,18.141,16.245,p0149
1.2643,0.37613,1.2184,6.4105,19.362,p0150
1.6165,0.98556,1.9151,16.291,2.4106,p0151
1.7433,0.45994,0.23876,1.6987,11.94,p0152
1.7912,1.1207,1.8558,4.9672,10.497,p0153
1.7112,0.44186,1.5503,16.055,14.29,p0154
0.49384,0.45602,1.1374,4.1491,17.53,p0155
0.86874,1.478,0.89868,9.3651,15.806,p0156
1.4363,0.1994,1.1012,17.097,19.762,p0157
1.1944,0.6163,0.57301,7.3327,9.2571,p0158
1.1326,0.45544,1.8039,8.7119,4.3794,p0159
0.38025,1.1781,1.9392,5.2624,2.2261,p0160
0.29199,1.0974,1.4569,9.1525,19.251,p0161
1.3514,1.2836,0.26018,13.302,9.927,p0162
1.022,1.3144,1.2922,7.8373,4.7586,p0163
1.06,1.2798,1.617,3.2417,14.93,p0164
1.6983,0.26091,0.75596,8.5867,11.279,p0165
0.28782,1.213,0.43107,12.884,11.882,p0166
0.9328,0.40392,1.3571,19.727,3.4467,p0167
0.29763,0.91299,1.8386,6.0498,19.508,p0168
0.77184,0.13231,1.0901,13.703,14.847,p0169
1.9964,0.54118,0.27575,15.114,5.3832,p0170
1.9694,0.84972,0.29988,10.392,17.122,p0171
0.64023,0.58072,1.4393,19.568,6.8918,p0172
0.78356,1.1324,1.0432,8.7811,5.2708,p0173
0.74322,1.2277,0.5953,14.02,12.6,p0174
1.624,0.89471,1.9999,3.891,15.525,p0175
0.58246,1.4427,0.85965,11.256,14.563,p0176
1.4382,0.58173,0.33342,3.5351,12.867,p0177
1.8784,0.85412,0.60277,5.3538,18.85,p0178
0.2747,1.4139,0.77333,12.558,2.8664,p0179
1.2192,1.277,1.2693,16.006,1.5666,p0180
1.0003,1.2754,0.5068,6.9558,3.7404,p0181
1.9816,0.55284,0.83944,19.831,13.131,p0182
1.3467,0.16825,1.5232,14.387,13.372,p0183
1.5705,0.86792,0.41777,1.5591,15.058,p0184
1.9222,1.062,1.9687,16.907,8.0036,p0185
1.2944,1.0837,0.52947,13.463,13.4,p0186
0.89476,0.35388,1.9627,15.998,11.049,p0187
1.3318,0.6091,1.8236,1.7632,16.062,p0188
1.6822,1.2043,0.57836,0.87581,1.315,p0189
0.99321,0.2774,0.33938,13.292,10.189,p0190
1.843,0.43733,0.45655,4.8436,8.5282,p0191
0.48034,0.97386,1.6435,14.475,2.136,p0192
1.3606,0.55935,1.1774,6.3797,0.46529,p0193
0.43909,0.9551,0.40474,4.5864,9.9675,p0194
1.4127,0.61185,0.80991,13.22,10.045,p0195
0.36449,0.19304,0.61171,8.0506,17.874,p0196
0.18535,0.76533,0.28319,18.443,17.7,p0197
0.38782,1.1503,1.6403,17.366,5.0296,p0198
0.63098,0.44612,1.7968,1.7808,12.265,p0199
1.5735,0.13461,0.6428,17.243,12.685,p0200
1.9046,0.10108,1.6311,18.48,5.5338,p0201
1.7036,1.3517,1.2367,3.9659,3.4866,p0202
0.75041,0.54617,1.3843,19.993,14.789,p0203
0.54912,1.3616,1.9459,19.06,14.988,p0204
1.4611,0.56772,0.34527,2.8554,11.992,p0205
0.46213,0.43126,1.7676,17.545,2.5704,p0206
0.11563,1.0656,1.6134,16.255,5.4614,p0207
0.19867,0.88809,1.1731,0.96299,5.4344,p0208
0.82093,0.155,0.59031,7.0264,9.5999,p0209
1.6018,0.78796,1.7169,4.5312,7.6927,p0210
1.7187,0.66616,0.90287,2.3712,4.1717,p0211
1.6464,1.4332,0.84399,10.522,13.17,p0212
1.9467,1.2592,0.27311,3.3959,15.911,p0213
1.376,0.40844,0.97413,14.242,3.8226,p0214
1.4481,0.922,1.6577,6.205,14.445,p0215
1.0402,0.28055,0.3624,15.574,9.0286,p0216
1.0888,1.1458,0.78884,7.5045,17.411,p0217
0.87197,1.2346,0.918,18.429,4.5514,p0218
1.8361,0.9183,0.86291,14.65,10.612,p0219
0.88071,0.6965,0.95061,2.7741,13.417,p0220
1.2008,0.87786,1.7019,1.437,6.239,p0221
0.73444,0.27636,1.7351,4.1151,7.504,p0222
1.3861,0.4118,1.5858,8.8715,14.691,p0223
0.14811,0.61932,0.87421,3.752,3.8879,p0224
0.3516,0.83638,0.136,15.681,2.7625,p0225
1.9482,0.48352,0.49861,11.946,11.22,p0226
1.4985,0.64053,1.5464,18.667,2.9717,p0227
1.6298,0.30238,1.6624,14.414,6.108,p0228
0.50619,1.458,0.20051,6.8819,8.6767,p0229
1.1049,0.12964,1.8921,2.2376,4.2286,p0230
1.6939,1.4912,1.2815,3.2908,18.204,p0231
0.56878,0.31463,1.347,12.919,8.3632,p0232
1.1809,0.40081,0.3569,4.9885,6.4822,p0233
1.1468,0.50248,0.12943,7.9819,9.1558,p0234
0.52015,1.4537,1.899,5.4618,12.33,p0235
0.98502,1.163,0.21745,18.269,17.807,p0236
1.405,0.65989,1.3178,7.5957,5.0149,p0237
0.10536,1.1697,1.0612,14.617,15.631,p0238
1.51,0.62171,0.14142,17.983,8.3087,p0239
0.7222,1.1359,1.0972,19.34,14.034,p0240
1.7247,0.5901,0.10853,10.25,18.346,p0241
1.3804,0.16285,1.385,3.3532,8.4598,p0242
0.66213,0.55766,0.37493,12.673,15.862,p0243
0.73633,1.0504,0.23368,13.619,6.3372,p0244
1.0037,0.45216,1.2234,1.1844,3.1868,p0245
1.774,1.0171,0.93264,11.011,10.224,p0246
0.94419,1.0132,1.1247,19.189,14.219,p0247
1.3689,1.4055,0.83524,15.258,15.688,p0248
0.27741,1.3757,0.76607,2.3069,17.624,p0249
0.90671,1.3862,1.8668,2.0329,12.633,p0250
1.1128,1.3652,1.4315,3.1796,1.1877,p0251
0.55539,1.4388,1.0827,6.5329,15.803,p0252
1.403,0.44997,0.74598,19.943,17.91,p0253
1.5597,0.46399,0.865,11.027,0.9953,p0254
0.35845,0.80548,1.9376,9.7354,2.7986,p0255
1.532,1.1894,1.1946,19.385,15.486,p0256
1.0834,1.0524,1.2838,19.78,6.7898,p0257
1.0523,1.189,1.5961,4.7296,19.594,p0258
0.74114,1.044,0.70161,13.412,2.6572,p0259
1.7633,0.56729,1.5347,8.4385,12.063,p0260
1.6609,0.51328,0.99353,7.1753,3.7723,p0261
0.71224,0.72171,0.36963,0.57618,2.9343,p0262
0.86475,0.60383,0.33975,8.2611,10.522,p0263
1.8962,1.3314,1.6355,10.94,6.0148,p0264
1.2147,0.38146,0.17648,3.4519,15.094,p0265
0.56218,0.15927,0.66621,6.9968,12.291,p0266
0.13492,1.3718,0.62271,14.171,14.428,p0267
0.46573,0.29397,0.88635,15.042,5.6659,p0268
1.8841,1.3989,1.106,16.447,17.159,p0269
1.4769,0.56299,0.69753,15.099,3.4175,p0270
0.60715,0.24531,0.42463,3.1099,11.181,p0271
0.24366,0.33159,1.0694,17.027,13.837,p0272
0.89893,1.0222,1.3402,10.502,8.5896,p0273
0.9269,1.1142,0.16257,8.4188,13.636,p0274
0.68214,0.29807,0.28883,11.41,1.9752,p0275
1.8503,0.53241,0.61836,5.1151,7.1183,p0276
1.3902,0.86579,0.41345,4.4214,1.178,p0277
1.9129,0.46434,1.4262,9.5486,19.635,p0278
1.6686,1.3364,0.32424,3.7161,0.56501,p0279
0.4757,0.59573,0.69355,18.1,13.866,p0280
0.9595,0.75106,1.1096,9.0859,10.317,p0281
1.5761,0.15172,1.3995,5.4503,19.255,p0282
0.2021,1.4467,0.67859,19.309,15.409,p0283
1.9723,0.9788,1.1912,10.622,18.957,p0284
0.42682,0.25738,1.9292,3.1878,6.9325,p0285
0.51596,1.1582,1.3907,13.15,9.0948,p0286
1.3431,0.57395,1.2089,6.5841,17.658,p0287
1.1908,0.67023,0.91212,9.523,15.151,p0288
1.6471,0.88558,0.76926,2.595,8.2039,p0289
1.8659,0.70154,0.91411,17.197,19.673,p0290
0.75742,1.4695,1.057,17.942,14.474,p0291
0.59846,0.21191,0.66303,9.8569,19.934,p0292
1.1684,1.1972,1.4757,8.2011,16.988,p0293
1.2221,0.10549,1.0761,11.26,12.453,p0294
0.33201,0.94082,1.853,15.766,19.111,p0295
1.0324,0.83972,0.43506,4.6182,4.7055,p0296
0.23637,1.4018,1.3259,5.9944,5.7653,p0297
0.45519,1.0368,1.5997,4.0395,4.7427,p0298
1.5381,1.2906,1.0485,4.0617,18.712,p0299
0.91275,0.75274,0.16868,18.303,10.258,p0300
0.52913,0.88161,0.29686,15.717,6.591,p0301
0.70606,0.39837,1.0049,8.9837,18.241,p0302
0.14524,0.51769,1.9182,18.206,17.293,p0303
0.60527,0.61281,1.4425,9.2996,3.0362,p0304
1.8524,0.46763,1.2747,5.9275,11.367,p0305
0.32016,0.86177,1.4169,7.4311,2.2546,p0306
1.0476,0.11925,1.7263,17.864,2.0511,p0307
0.29755,0.71964,0.40166,13.515,9.4704,p0308
0.20847,0.77042,1.9516,3.0558,1.9663,p0309
1.3046,0.97074,0.94559,3.0712,15.994,p0310
0.25334,1.253,1.3721,12.491,11.831,p0311
0.42658,0.79526,1.585,9.5743,6.1312,p0312
0.6162,1.4819,0.23038,16.685,6.2763,p0313
1.8593,1.2941,0.30839,18.883,8.1487,p0314
1.7965,1.2166,1.4613,18.179,6.596,p0315
1.879,1.1833,1.8973,11.902,16.645,p0316
0.41204,1.1989,1.2124,14.707,13.971,p0317
0.41855,0.48039,0.1324,1.2817,7.9531,p0318
0.5933,1.1251,0.85365,14.879,4.5978,p0319
0.76756,0.28451,1.026,5.0672,9.7095,p0320
1.964,0.62816,0.70927,8.511,2.9896,p0321
1.1903,0.20739,0.73205,14.129,18.047,p0322
1.7221,1.0804,1.4483,2.9614,18.593,p0323
0.81028,0.77786,1.052,13.656,16.278,p0324
0.64587,1.4037,1.8349,19.147,12.547,p0325
1.8896,0.19533,0.17418,18.766,15.258,p0326
1.7468,0.686,0.25362,13.965,18.01,p0327
1.1231,1.4927,1.6119,9.4062,5.9884,p0328
0.66885,0.74145,0.29113,0.54738,2.2858,p0329
1.4294,0.91569,1.1332,6.1569,9.5717,p0330
1.4872,0.77592,1.6512,10.193,3.099,p0331
1.3189,0.62461,0.42983,8.5398,13.778,p0332
0.7969,1.3413,1.0947,4.9218,3.9306,p0333
1.1593,0.92603,1.3515,18.524,7.2362,p0334
1.0095,1.0127,0.69221,19.475,10.635,p0335
0.39595,0.13932,0.79206,5.7553,17.049,p0336
1.7321,1.0906,0.65957,7.3766,16.76,p0337
0.65178,0.79368,0.73725,10.885,3.7228,p0338
1.823,0.63229,1.3337,11.689,5.1279,p0339
1.2129,0.90539,0.78634,1.616,8.6504,p0340
0.63686,0.73102,0.79642,9.831,1.5151,p0341
0.54275,1.0192,1.1493,2.932,1.3881,p0342
0.67848,1.2702,1.7828,18.342,12.77,p0343
0.86039,1.4833,1.8507,14.99,5.6262,p0344
1.6209,0.8099,0.39066,16.091,7.6729,p0345
0.89119,0.71615,1.6274,12.415,13.038,p0346
1.5894,1.2252,1.7935,2.2473,11.585,p0347
1.2565,0.93149,1.7583,1.999,10.78,p0348
0.17558,0.95932,0.24739,6.2882,13.213,p0349
0.96597,0.69191,1.9611,5.7845,5.5432,p0350
1.4204,0.15834,0.26571,7.4104,6.6389,p0351
0.77984,0.82514,0.55338,12.551,3.6846,p0352
0.72577,0.64491,0.31467,14.96,16.854,p0353
0.87718,1.3892,0.54723,18.691,13.246,p0354
1.9792,1.3105,1.7105,16.381,10.934,p0355
1.41,0.32387,1.7787,4.7531,17.086,p0356
0.88545,1.4285,0.27955,8.1971,1.0544,p0357
1.28,0.588,1.078,17.744,2.3856,p0358
1.0642,0.75754,1.406,5.6257,9.3834,p0359
0.21262,1.0874,0.52567,7.6575,5.9459,p0360
0.46039,1.4623,1.2347,10.836,7.7584,p0361
0.53469,0.32615,0.31078,2.6775,19.477,p0362
1.0049,1.066,1.1455,7.643,6.7883,p0363
0.85217,0.80732,0.34838,16.634,19.421,p0364
1.4158,0.54258,1.9929,19.909,9.8237,p0365
1.8929,0.17593,0.83144,10.648,10.905,p0366
1.6327,1.1489,1.3097,15.299,13.731,p0367
0.25143,1.3803,0.48136,1.8858,15.553,p0368
1.9891,1.0707,1.6662,15.345,9.326,p0369
0.58919,0.7113,1.7502,4.8724,8.1089,p0370
1.4509,0.42255,0.19033,16.878,1.4352,p0371
1.5938,1.3771,0.68392,4.1692,6.9558,p0372
0.30442,0.37981,1.4296,6.9439,11.397,p0373
0.5673,0.36408,1.1265,8.3207,7.1898,p0374
0.10159,1.4885,1.9778,7.737,0.68292,p0375
0.62669,0.20127,0.36075,19.019,0.73017,p0376
0.70983,1.1599,1.4711,16.16,15.669,p0377
1.4948,1.2085,0.74916,11.63,10.865,p0378
0.38412,0.90076,1.6991,15.537,12.727,p0379
1.5932,0.18215,1.2052,16.557,17.424,p0380
0.31019,0.36868,0.46437,0.93872,8.9513,p0381
1.675,0.78163,1.4921,1.4738,11.705,p0382
1.753,1.3939,0.19756,14.225,6.9985,p0383
1.2485,0.47757,1.3037,1.095,10.028,p0384
1.2051,1.4238,0.97835,17.129,4.1374,p0385
0.45061,1.0928,1.8724,19.517,1.4763,p0386
1.0993,1.2478,0.2583,2.3587,17.743,p0387
0.81268,0.1461,1.808,13.588,8.9905,p0388
1.5553,0.85648,1.2711,11.816,18.089,p0389
1.2275,0.3191,1.0362,11.331,16.595,p0390
1.3825,1.2728,0.48483,3.6093,2.6967,p0391
0.18964,0.2848,1.2018,5.882,7.0498,p0392
1.6882,0.41429,0.8475,7.9273,16.185,p0393
1.0854,0.10687,1.7871,6.7554,8.8544,p0394
1.9569,0.36305,0.32907,18.618,16.696,p0395
1.092,1.1435,0.25051,16.622,12.431,p0396
0.16442,1.2488,0.87997,5.3136,14.386,p0397
1.3414,1.4131,0.62793,9.2323,3.1745,p0398
0.66604,1.3285,1.8862,12.359,1.8984,p0399
1.471,0.67714,1.5598,8.6113,3.3378,p0400
0.1591,0.90707,1.7466,17.819,9.1947,p0401
0.40984,0.83038,0.70479,9.6572,12.859,p0402
0.43557,0.47394,0.81614,6.1164,5.7228,p0403
1.4719,0.53771,1.5291,11.584,17.549,p0404
0.74978,0.33875,0.10567,16.749,2.0364,p0405
1.2461,0.51036,0.37784,10.202,13.266,p0406
0.69143,0.52108,1.6321,17.909,12.143,p0407
1.6089,0.32888,0.14822,14.583,14.975,p0408
1.9389,0.50727,1.7433,1.3952,2.3546,p0409
0.40307,0.91002,0.58272,12.841,13.569,p0410
1.3222,0.26997,0.71749,7.8708,11.739,p0411
1.3699,0.29989,1.2888,7.5627,3.3597,p0412
0.13942,0.87438,1.3637,14.757,1.6802,p0413
1.6159,0.98926,1.7549,13.039,10.446,p0414
0.17202,1.3158,0.6539,9.7208,8.6041,p0415
0.90288,1.3075,0.8025,5.0587,1.2606,p0416
0.24666,1.078,1.9884,9.2597,8.0137,p0417
1.4936,1.0019,1.8698,5.1926,4.8904,p0418
0.67305,1.321,1.0153,15.925,2.459,p0419
0.23226,0.11089,1.3074,10.355,10.675,p0420
1.2314,0.38972,0.11407,19.876,14.172,p0421
1.5789,0.44008,1.0098,2.4547,17.323,p0422
1.6702,1.3849,0.63412,17.007,4.639,p0423
1.3116,1.1528,0.98757,7.9189,0.63896,p0424
0.2816,0.26625,0.8261,3.4644,19.096,p0425
0.28272,0.14388,1.5392,2.8211,8.804,p0426
0.3673,1.2186,0.5116,18.063,5.5829,p0427
1.2713,0.68047,0.50475,12.765,4.4133,p0428
1.3929,1.2991,0.63806,2.1092,15.222,p0429
1.1729,0.12018,0.76295,2.1918,19.897,p0430
0.64919,1.2869,1.6803,8.8387,6.537,p0431
1.8287,0.43371,1.5583,6.7161,7.8254,p0432
1.5443,0.38618,1.0188,17.168,19.77,p0433
0.4855,0.17465,1.9916,0.49021,10.117,p0434
0.67552,1.1025,0.62859,4.4597,6.4031,p0435
1.8707,0.95026,0.56083,18.832,18.982,p0436
0.53965,1.4077,0.21981,17.526,12.217,p0437
1.7122,0.16653,1.5529,18.735,14.049,p0438
1.8098,0.4178,0.6712,6.4946,18.445,p0439
1.9102,0.36913,1.5001,2.728,13.013,p0440
1.2907,0.33406,1.6614,10.157,15.178,p0441
1.7543,1.0006,0.5349,4.2059,15.1,p0442
1.2978,0.46997,1.0872,6.4381,18.413,p0443
1.8194,1.4197,0.52504,5.5791,2.5215,p0444
1.9517,0.81136,1.5653,1.5929,4.4658,p0445
1.7891,0.94334,1.9844,5.5484,4.4895,p0446
0.49749,0.29033,1.863,10.289,9.1347,p0447
1.1072,1.3058,0.89257,10.589,18.293,p0448
0.62352,0.93541,1.5096,7.2474,6.4592,p0449
1.5436,1.2421,1.7037,15.165,2.4844,p0450
1.0788,0.78389,0.49334,2.8986,12.372,p0451
1.6356,0.25014,0.81872,10.764,16.508,p0452
1.6059,1.4687,0.75958,9.4564,18.544,p0453
0.3409,0.71597,0.16602,7.2893,16.899,p0454
0.43127,0.89552,0.895,5.2576,18.812,p0455
0.26791,0.29106,0.5383,5.901,13.331,p0456
1.363,1.1769,1.2266,15.399,15.33,p0457
0.92169,0.81727,1.258,7.4758,11.077,p0458
0.3551,0.98188,0.44883,4.6997,4.3142,p0459
1.166,0.18525,0.37235,11.566,18.144,p0460
0.79452,0.8157,0.5146,15.872,18.37,p0461
1.3134,1.1732,0.38311,0.68877,13.672,p0462
0.11269,0.80081,1.4122,16.853,13.949,p0463
1.6006,1.1121,1.5695,6.3274,7.7864,p0464
0.19249,1.0248,0.73913,18.569,4.9207,p0465
1.1612,0.65705,0.46815,13.11,6.3187,p0466
1.027,0.59554,0.54197,15.185,11.158,p0467
0.2647,0.76897,0.38527,8.2994,17.927,p0468
1.678,0.7405,1.5039,11.082,14.142,p0469
1.1528,1.4494,0.88865,17.418,16.121,p0470
0.7303,1.0589,0.8499,4.344,18.906,p0471
1.8061,1.4952,1.9103,13.549,4.2525,p0472
0.10795,0.83245,0.46001,6.5951,16.375,p0473
0.98838,1.344,0.92837,11.13,18.766,p0474
0.18303,0.66559,0.73035,3.6731,15.596,p0475
1.9405,0.42085,0.94196,18.796,17.482,p0476
1.0448,0.84379,0.4433,1.9439,0.42696,p0477
1.7827,0.42659,1.2665,11.512,11.904,p0478
1.8149,1.0089,0.86912,12.067,8.9302,p0479
1.4337,1.0409,0.11546,16.528,19.301,p0480
0.60982,0.18986,0.71945,1.8935,5.2188,p0481
1.3013,0.82128,1.1835,15.524,4.0553,p0482
0.55835,0.99105,1.3453,16.798,13.531,p0483
0.39246,0.23399,1.4902,8.1284,9.9026,p0484
0.84805,1.351,0.9308,3.8634,5.0834,p0485
0.85462,0.86152,0.99184,5.5143,8.7655,p0486
0.37306,0.70986,1.0043,12.133,8.8996,p0487
1.398,0.25263,1.0616,1.5259,13.911,p0488
0.13102,0.82637,0.96064,13.791,4.8402,p0489
1.076,0.84519,1.6909,11.458,8.2602,p0490
1.9617,1.202,1.6739,1.2543,17.986,p0491
0.2222,0.37272,1.4012,2.9889,16.567,p0492
1.4665,0.66011,1.2952,9.9561,12.929,p0493
0.70274,1.4992,1.1171,2.4991,1.8494,p0494
0.51197,1.3662,1.111,12.805,10.997,p0495
1.7026,0.72998,0.43905,4.0017,18.501,p0496
1.7837,1.4776,0.47464,8.0251,10.389,p0497
1.0724,0.99694,0.60025,15.441,6.3872,p0498
0.83915,0.30583,1.6478,16.326,7.339,p0499
1.2591,1.357,1.4827,17.785,3.5268,p0500
